ER60001	ER60002	ER60017	ER60018	ER60167	ER62366	ER62506	ER64612	ER64810	ER65349	ER65459
1	7330	35	1	0	2	0	5	1	90100	17
1	8417	45	1	0	1	0	5	1	190000	16
1	1811	69	1	0	3	0	5	1	64676	13
1	3557	57	1	0	3	0	5	1	33200	14
1	2792	53	1	0	2	0	5	1	75000	14
1	1229	66	1	5	3	0	5	1	85695	17
1	4371	38	2	0	3	0	5	1	80250	17
1	3166	33	1	0	2	0	5	1	120120	16
1	6166	34	1	0	1	0	5	1	19002	12
1	4511	31	1	0	1	0	5	1	163000	13
1	4280	25	1	0	2	3	5	1	5040	16
1	3599	62	1	0	3	0	5	1	184130	17
1	7562	28	1	0	2	0	5	1	142030	16
1	855	88	1	5	5	0	5	1	52036	16
1	2152	56	1	0	1	0	5	1	251100	16
1	4498	25	2	0	2	3	5	1	23000	16
1	1404	56	1	0	2	0	5	1	109602	17
1	827	69	1	0	3	0	5	1	260800	17
1	2199	66	1	0	2	0	5	1	115000	16
1	1261	61	1	0	3	0	5	1	404440	16
1	476	37	1	5	3	0	5	1	83100	16
1	957	34	1	0	2	0	5	1	212250	17
1	2652	33	2	0	3	2	1	1	41883	16
1	686	30	2	0	2	0	5	1	115380	17
1	4915	29	1	0	2	0	5	1	100000	17
1	3138	27	2	0	2	3	1	1	63300	17
1	1131	67	1	5	2	0	5	1	57003	17
1	4145	43	2	0	3	0	5	1	54002	17
1	1563	36	2	0	3	0	5	1	120001	16
1	3764	36	1	0	3	0	5	1	138650	15
1	1351	40	2	0	2	0	1	1	54000	16
1	1110	33	1	0	2	0	5	1	152350	16
1	6961	67	1	0	2	0	5	1	121600	16
1	8757	41	1	0	2	0	5	1	500130	17
1	3977	39	1	0	1	0	5	1	223609	17
1	1379	79	1	5	2	0	5	1	177071	17
1	6911	51	1	0	1	0	5	1	2061600	16
1	6029	46	1	0	1	0	5	1	240500	17
1	299	87	1	5	3	0	5	1	89700	15
1	480	59	2	0	1	0	5	1	264400	17
1	2030	28	2	0	2	0	5	1	70012	16
1	8450	27	1	0	1	0	5	1	205300	16
1	468	62	1	0	1	0	5	1	1260000	16
1	725	27	1	0	2	0	5	1	154560	16
1	962	85	1	5	2	0	5	1	54450	12
1	757	56	1	0	3	0	5	1	109050	16
1	117	35	2	0	2	0	1	1	54100	15
1	8347	32	1	0	3	0	5	1	800500	12
1	2101	62	1	0	1	0	5	1	233303	16
1	4299	58	1	0	3	0	5	1	195620	16
1	2890	29	1	0	2	3	1	1	230000	17
1	6799	72	1	5	3	0	5	1	364400	16
1	4331	48	2	0	2	0	5	1	182153	17
1	4965	36	1	0	3	0	5	1	566000	14
1	989	65	1	5	2	0	5	1	88100	14
1	1279	37	1	0	2	0	5	1	146000	16
1	1309	87	2	5	4	0	5	1	20880	8
1	61	67	1	5	4	0	1	1	30994	15
1	1648	35	1	1	2	0	1	1	47900	13
1	3011	34	1	0	3	0	5	1	70300	12
1	672	34	1	0	1	2	5	1	113200	16
1	8728	71	2	0	5	0	5	1	95658	12
1	3561	49	2	5	2	0	1	1	20000	12
1	6758	30	1	0	3	1	5	1	74200	13
1	4753	55	1	0	3	2	1	1	45773	14
1	6668	57	1	5	5	0	5	1	22200	14
1	3610	30	2	0	2	0	5	1	48000	17
1	5974	57	1	0	2	0	5	1	206000	16
1	8994	26	1	0	2	0	5	1	41020	12
1	2025	66	1	5	1	0	5	1	107105	16
1	4323	44	1	0	1	0	5	1	176281	16
1	5306	34	1	0	1	0	5	1	202600	17
1	5379	63	2	5	3	0	5	2	49200	14
1	7590	26	1	0	3	0	5	2	31604	13
1	7201	64	1	0	1	0	5	1	260000	17
1	8952	61	2	5	1	0	5	1	110000	17
1	5559	36	1	0	2	0	5	1	140000	16
1	4436	28	1	0	1	0	5	1	44002	17
1	1992	68	1	5	5	0	5	1	95592	17
1	661	33	1	0	1	0	5	1	70810	16
1	8789	48	1	0	2	0	5	1	473100	17
1	8090	42	1	0	2	3	1	1	75810	12
1	1735	61	1	0	2	0	5	1	92912	14
1	4364	55	1	0	4	0	1	1	81000	12
1	8289	37	1	0	1	0	5	1	110210	12
1	4322	24	2	0	1	0	5	1	50005	16
1	2786	77	1	0	3	0	5	1	85508	99
1	7074	49	1	0	2	0	5	1	115800	16
1	7293	45	1	0	2	0	5	1	309381	16
1	1196	85	2	5	2	0	5	2	41200	16
1	6619	54	1	0	4	0	5	2	9000	15
1	6359	56	1	0	2	0	5	2	123300	12
1	488	57	1	0	3	0	5	2	97000	12
1	7973	46	1	0	3	0	5	2	83000	12
1	6446	56	2	0	3	0	1	2	90550	99
1	2514	73	1	0	2	0	5	1	93200	12
1	2909	49	1	0	2	0	5	1	127000	16
1	1463	74	1	5	2	0	5	1	45000	12
1	6275	47	1	0	2	0	5	1	166100	17
1	715	84	2	5	2	0	5	1	113940	14
1	1936	50	2	0	2	0	5	1	44740	12
1	1805	24	1	0	2	0	5	1	95019	16
1	3972	24	2	0	3	3	9	1	25350	17
1	2899	22	2	0	2	0	5	1	21346	14
1	4886	55	1	0	3	0	5	1	111004	12
1	1417	49	1	0	2	0	5	1	145000	14
1	1350	52	1	0	2	0	1	1	51994	12
1	1060	37	1	0	1	0	5	1	62431	12
1	4086	102	1	5	4	0	5	1	18120	11
1	1002	77	2	5	2	0	5	1	16503	17
1	621	94	2	5	5	0	5	1	31560	12
1	47	64	2	5	5	0	5	1	14201	14
1	15	63	1	5	2	0	5	1	86537	12
1	77	37	1	0	2	0	5	1	110000	13
1	6411	30	1	0	5	0	5	1	80725	15
1	8621	54	1	0	1	0	5	1	181478	12
1	4024	51	2	0	4	0	1	1	47668	14
1	5246	50	1	0	2	0	5	1	64000	12
1	1976	51	2	0	1	0	5	1	163236	13
1	5308	48	2	0	3	0	5	1	49700	14
1	3723	81	2	5	3	0	5	1	9036	11
1	5417	61	2	0	2	0	5	1	25500	13
1	4697	59	1	0	3	0	5	1	53010	12
1	5982	57	1	0	2	0	1	1	7500	12
1	4091	55	1	0	3	0	5	1	47000	12
1	5396	53	1	0	1	0	5	1	134439	12
1	5382	50	2	5	4	0	5	1	9900	14
1	6399	45	1	0	3	0	5	1	187100	17
1	6028	45	1	0	2	0	5	1	157000	14
1	4727	41	1	0	3	0	5	1	36150	16
1	5239	44	2	0	2	0	1	1	48000	15
1	5644	40	1	0	2	0	1	1	104000	16
1	8875	38	1	0	2	2	5	1	32000	15
1	4928	36	2	0	3	0	5	1	38033	16
1	4951	35	2	5	3	0	5	1	55050	12
1	8609	34	1	0	3	0	5	1	77000	15
1	5780	34	1	0	1	0	5	1	40600	16
1	8928	34	1	0	1	0	1	1	35900	12
1	5118	30	1	0	3	0	1	1	87300	12
1	5921	26	1	0	2	1	5	1	76902	14
1	7112	20	1	0	3	3	1	1	26060	15
1	6369	37	1	0	3	0	5	1	47000	12
1	5477	36	1	0	1	0	5	1	126505	16
1	4385	40	1	0	2	0	5	1	118100	15
1	6524	44	1	0	4	0	1	1	58500	12
1	5787	25	1	0	1	1	5	1	45500	16
1	4615	38	1	0	1	1	1	1	60700	12
1	6601	24	1	0	2	3	5	1	11700	16
1	6424	88	1	5	3	0	5	1	193567	16
1	6094	35	1	0	2	0	5	1	37035	17
1	1531	32	1	5	1	0	5	1	9126	12
1	6152	31	2	0	2	0	5	1	20800	13
1	6358	45	1	5	1	0	5	1	95380	16
1	3761	36	1	0	3	0	5	1	42600	16
1	35	88	1	5	3	0	5	1	15536	17
1	2623	49	1	5	2	0	5	1	65250	12
1	247	66	1	5	2	0	1	5	35788	16
1	7288	91	1	5	1	2	5	1	19850	10
1	3797	63	1	0	2	0	5	1	60497	12
1	4461	35	2	0	2	0	5	1	18210	12
1	1210	79	1	5	4	0	5	1	75172	12
1	2096	55	1	0	2	0	1	1	24650	12
1	5016	33	1	0	2	0	1	1	92000	12
1	7872	27	2	0	3	0	1	1	66000	13
1	1144	53	1	0	3	0	5	1	130620	15
1	4328	49	1	0	2	0	5	1	111287	15
1	3917	75	1	5	2	0	5	1	192000	16
1	8391	43	1	0	2	0	5	1	107000	16
1	3576	78	1	5	5	0	5	1	27600	12
1	5817	55	1	0	3	0	5	1	28300	12
1	6926	51	2	0	3	0	5	1	34374	14
1	6958	44	2	0	3	0	5	1	76000	14
1	2580	25	1	0	2	2	5	1	123000	16
1	6734	22	1	5	1	1	5	1	125500	16
1	7726	39	1	0	3	0	5	1	101160	14
1	3433	65	1	5	2	0	5	1	78240	13
1	3661	61	1	0	2	0	5	1	95115	14
1	3806	41	1	0	2	0	5	1	224480	17
1	4304	83	2	5	4	0	5	1	20083	12
1	3051	61	2	1	2	0	5	1	22050	16
1	6174	64	1	0	1	0	5	1	126500	16
1	80	27	1	0	2	0	5	1	22000	17
1	3067	60	1	5	2	0	5	1	953	17
1	1888	75	1	0	3	0	5	1	25204	8
1	1435	59	1	0	3	0	5	1	71777	12
1	2089	32	1	0	3	0	1	1	38100	12
1	2463	55	1	5	5	0	5	1	17040	12
1	1760	36	1	5	3	0	5	1	23196	12
1	7341	74	2	5	2	0	5	2	27594	14
1	7454	57	1	5	3	1	5	2	14326	12
1	2766	56	1	5	5	0	1	2	2652	11
1	7527	32	1	5	3	0	1	2	0	11
1	7506	26	2	1	3	3	5	2	22524	12
1	999	30	2	5	4	0	5	1	18828	13
1	7503	35	2	0	3	1	5	2	17268	12
1	2414	93	1	5	3	0	5	1	33294	12
1	7309	48	1	0	3	0	5	1	76100	14
1	3482	37	1	5	2	0	5	1	35200	14
1	7449	54	2	0	3	0	5	1	155200	17
1	5051	35	1	0	3	0	5	1	102100	14
1	3877	42	2	0	3	1	5	1	11200	14
1	767	34	1	0	3	0	1	1	80913	99
1	2799	67	1	1	3	0	5	1	139026	17
1	650	60	1	0	3	0	1	1	44000	14
1	881	39	1	0	3	0	5	1	198300	16
1	1869	35	1	0	2	0	5	1	147000	17
1	803	31	1	0	2	0	5	1	50320	16
1	1288	66	1	0	2	0	5	1	248084	17
1	2188	30	1	0	2	1	5	1	212000	17
1	4581	21	1	0	2	0	5	1	43300	12
1	8791	46	1	0	3	0	5	1	88000	12
1	6746	52	1	0	1	0	5	1	123600	17
1	8775	44	1	0	1	0	5	1	135856	17
1	2997	70	1	0	1	0	5	1	202657	16
1	1012	33	1	0	2	0	5	1	161283	17
1	8834	47	1	0	2	0	5	1	169300	17
1	4374	28	1	0	2	2	5	1	122600	17
1	584	67	2	5	4	0	5	1	15668	14
1	1005	41	2	0	4	0	5	1	65836	17
1	1079	34	1	5	5	0	5	1	2040	14
1	1836	45	1	0	3	0	5	1	44140	17
1	4792	65	1	5	5	0	5	1	41402	12
1	8352	42	1	0	1	0	5	1	105100	14
1	579	45	2	5	4	0	5	1	9024	13
1	786	30	2	5	4	0	5	1	13512	12
1	2684	29	2	0	3	0	5	1	17000	13
1	193	51	1	5	5	0	5	1	34542	11
1	2406	25	1	0	4	0	1	1	7776	9
1	635	88	1	5	3	0	5	1	43237	16
1	4938	59	1	0	2	0	5	1	267527	17
1	1063	51	1	0	3	2	5	1	152751	17
1	1964	36	1	0	1	0	5	1	147300	16
1	2390	31	1	5	3	0	1	1	5000	17
1	7903	30	1	0	2	0	5	1	26500	17
1	7205	30	1	0	3	2	1	1	32000	16
1	1275	27	1	0	2	0	1	1	63700	16
1	6813	28	1	0	4	0	1	1	26000	15
1	4716	25	1	0	2	0	5	1	90100	16
1	1248	23	2	0	1	0	5	1	16010	15
1	508	67	1	5	3	0	5	1	146150	17
1	2382	64	1	5	3	0	5	1	69600	17
1	6847	51	1	0	3	0	5	1	70286	13
1	3136	50	2	0	3	0	1	1	42800	11
1	8780	31	1	0	1	0	1	1	44000	14
1	3332	85	1	5	3	0	5	1	22090	13
1	1186	84	2	5	2	0	5	1	19693	12
1	2748	61	1	0	1	0	5	1	129040	12
1	2204	59	1	0	3	0	5	1	235906	14
1	1180	57	2	0	2	0	5	1	73000	16
1	6543	52	2	0	2	0	1	1	49050	11
1	365	35	1	0	2	0	5	1	86605	12
1	8057	34	1	0	2	0	5	1	112885	12
1	2828	32	1	0	3	0	1	1	104040	14
1	3168	32	1	5	4	0	5	1	67380	12
1	8865	30	1	0	1	0	1	1	33000	12
1	1962	26	2	5	3	0	1	1	30000	12
1	85	25	1	0	2	0	5	1	21352	17
1	7612	25	2	0	2	1	5	1	46100	12
1	6463	59	1	0	2	0	5	1	104100	12
1	1536	32	1	0	1	0	5	1	143310	17
1	2195	68	1	1	3	0	5	1	118500	17
1	744	35	1	0	2	2	1	1	61600	12
1	2313	49	1	0	2	2	1	1	53825	14
1	311	66	1	5	5	0	5	1	96780	14
1	7628	42	1	0	3	0	5	1	96510	13
1	1995	66	1	5	4	0	1	1	55018	12
1	7813	37	1	0	3	0	5	1	205750	12
1	4786	74	1	5	4	0	5	1	11032	11
1	1883	51	1	0	3	0	5	1	313100	12
1	5188	50	1	0	3	2	5	1	97500	12
1	3957	30	1	0	2	0	5	1	34580	12
1	3604	61	2	0	2	0	5	2	53526	16
1	7863	57	2	0	3	0	5	2	98005	12
1	3169	52	2	0	4	0	5	2	32224	12
1	7749	52	1	5	2	0	5	2	60000	13
1	7189	49	1	0	2	0	5	2	125000	12
1	3689	47	1	0	3	0	5	2	296058	16
1	183	45	1	0	2	0	5	2	57500	14
1	2266	43	2	0	3	0	5	2	79978	13
1	6610	37	1	0	3	0	5	2	62500	12
1	7810	31	1	0	1	1	5	2	50012	14
1	4124	34	1	0	1	0	5	2	40000	13
1	8801	30	1	0	1	0	5	2	130000	12
1	3713	25	1	1	3	1	5	2	10668	11
1	7327	25	2	0	2	0	5	2	30100	17
1	7606	37	1	0	2	0	5	1	314100	17
1	8880	63	2	5	3	0	5	2	34994	13
1	7572	36	2	0	2	0	5	2	70000	12
1	8270	28	1	0	1	0	5	1	43300	12
1	8248	32	1	0	1	0	5	1	71000	16
1	1984	91	2	5	4	0	5	1	12897	12
1	1814	55	1	0	2	0	5	1	103314	16
1	1390	66	1	5	2	0	5	1	74738	16
1	5256	65	1	0	2	0	5	1	122500	15
1	4268	67	1	5	2	0	5	1	63993	12
1	4552	40	1	1	4	0	5	1	3568	10
1	518	79	2	5	4	0	5	2	11448	5
1	135	52	2	0	2	0	5	2	26100	12
1	1786	49	2	5	4	0	1	2	16629	11
1	3533	36	1	0	4	0	5	2	65252	15
1	5432	34	2	0	2	0	5	2	15000	14
1	4447	31	1	0	3	3	1	2	51247	12
1	4249	28	1	0	2	0	5	2	57004	14
1	3822	27	1	0	1	0	5	2	28000	15
1	7206	24	2	0	1	0	5	2	20000	12
1	3783	24	1	5	3	0	5	2	14900	12
1	5910	24	1	0	1	0	1	2	13200	12
1	8011	21	2	0	1	1	5	2	12000	11
1	2855	60	1	0	3	0	1	1	100852	14
1	8892	34	1	0	2	1	1	1	106000	11
1	5634	53	1	0	2	0	5	1	122500	16
1	413	72	2	5	5	0	5	1	18837	11
1	2026	55	1	0	3	0	5	1	86575	14
1	7579	48	1	0	2	0	5	1	186002	16
1	3914	30	2	0	3	0	5	1	32000	17
1	2252	70	1	5	4	0	5	1	41959	15
1	5103	44	1	0	3	0	5	1	83000	16
1	3728	43	1	0	3	0	5	1	114000	16
1	2489	43	1	0	3	0	5	1	76500	16
1	2686	37	1	0	2	0	5	1	100006	16
1	8958	38	1	0	1	0	5	1	65709	14
1	417	84	2	5	2	0	5	1	85845	17
1	2309	63	2	0	3	0	5	1	158502	17
1	2883	53	1	0	2	0	5	1	170700	13
1	2163	87	2	1	4	0	5	2	32197	17
1	3887	42	1	0	2	0	5	2	92200	17
1	5575	42	1	0	3	0	5	2	57200	17
1	3724	40	2	0	2	0	5	2	62250	15
1	5549	28	2	0	2	0	1	2	37000	12
1	8772	49	2	5	2	0	5	1	129100	14
1	4121	62	1	0	4	0	5	7	95528	99
1	3637	36	1	0	2	0	5	2	68100	12
1	8290	60	1	5	4	0	5	9	65300	99
1	6342	21	1	0	4	3	1	7	70000	12
1	341	62	1	5	3	0	5	1	42060	12
1	3049	55	1	0	1	0	5	1	103320	16
1	4468	32	2	0	3	0	5	1	57500	16
1	2921	30	1	0	2	0	1	1	41300	13
1	6327	27	1	0	1	1	1	1	29800	16
1	2061	67	1	5	3	0	5	1	52520	15
1	5183	67	1	5	3	0	5	1	96500	17
1	5878	36	1	0	2	0	5	1	212500	17
1	4662	34	1	0	2	0	5	1	59100	17
1	8130	32	1	0	2	0	5	1	95000	16
1	1267	69	2	5	1	2	5	1	66250	16
1	2041	66	2	0	2	0	5	1	39551	14
1	1820	34	2	0	2	0	5	1	48010	14
1	6808	45	1	0	1	0	1	1	85100	16
1	4119	78	1	5	2	0	5	1	77000	14
1	3204	60	1	0	3	0	5	1	82000	12
1	1147	56	2	0	2	0	5	1	66953	15
1	1095	52	2	0	2	0	5	1	160000	14
1	6572	28	2	0	1	0	5	1	94050	14
1	7961	34	1	0	3	3	5	1	111014	14
1	2802	25	1	0	3	2	5	1	70010	12
1	4682	47	1	0	2	0	5	1	184100	17
1	6329	48	1	0	2	2	5	1	170100	17
1	1102	64	1	0	3	1	5	1	27179	12
1	1367	30	2	0	3	0	1	1	77130	13
1	713	24	1	0	3	0	5	1	70000	12
1	1213	52	1	0	2	0	5	1	129307	12
1	891	56	1	0	1	0	1	1	52598	12
1	2814	28	1	0	2	0	5	1	60100	11
1	245	63	2	0	1	0	5	1	50312	17
1	2525	64	1	0	2	0	5	1	56400	14
1	8562	30	1	0	2	1	5	1	86524	14
1	2376	40	1	0	2	0	5	1	165010	16
1	4947	35	1	0	2	0	5	1	107155	17
1	524	72	1	5	2	0	5	1	24576	12
1	104	47	1	5	1	0	1	1	11030	12
1	8195	29	2	0	2	0	5	1	24100	16
1	5129	56	1	0	2	0	5	1	50700	12
1	7408	30	1	0	2	0	1	1	56607	14
1	7881	71	2	5	4	0	5	1	42000	14
1	4726	38	1	0	3	0	1	1	51988	12
1	6403	40	1	0	2	0	5	1	99600	12
1	6985	44	1	5	4	0	1	1	137468	13
1	3085	83	2	0	2	0	5	1	51469	15
1	1284	71	1	5	3	0	5	1	48000	12
1	6116	46	1	0	3	0	5	1	70000	14
1	3589	27	1	0	2	0	1	1	50020	13
1	3362	50	1	0	1	0	5	1	134500	14
1	7968	49	1	5	4	0	5	1	70120	12
1	7359	35	1	0	2	0	5	1	109040	12
1	958	27	1	0	1	0	5	1	67010	12
1	1716	71	1	5	3	0	5	1	53500	12
1	3037	59	1	1	4	0	1	7	10940	16
1	4689	43	1	0	2	0	5	1	80020	12
1	2049	70	1	5	2	0	5	1	58530	16
1	3380	43	1	0	2	0	5	1	65014	17
1	5571	40	1	0	3	0	5	1	138000	17
1	1399	72	1	5	4	0	5	1	32876	9
1	2751	48	1	0	2	0	5	1	61000	12
1	1713	47	1	5	4	0	5	1	9596	12
1	6423	46	1	5	3	0	1	1	46400	10
1	2487	43	1	5	3	0	5	1	11040	9
1	750	27	1	0	3	0	5	1	89000	15
1	2729	22	1	0	1	0	1	1	31000	13
1	5883	19	1	0	2	2	5	1	4450	12
1	7108	19	1	5	1	1	1	1	23094	9
1	7096	42	1	0	1	0	5	1	84000	11
1	5074	59	1	0	1	0	1	1	53000	12
1	7910	37	2	0	2	0	5	1	56000	16
1	461	55	1	0	1	0	5	1	85200	15
1	2358	30	1	0	4	0	1	1	32300	16
1	6806	73	1	0	1	0	5	1	153000	16
1	7565	44	1	0	2	0	5	1	118600	16
1	955	61	2	0	3	0	5	1	97098	17
1	2125	23	1	0	2	3	5	1	29050	17
1	127	61	1	0	1	0	5	1	120167	14
1	3544	72	2	5	3	0	5	2	12000	12
1	5897	52	1	0	2	0	5	2	53000	14
1	7168	47	1	0	3	0	5	2	33000	12
1	2744	47	1	0	2	0	5	2	30750	13
1	2706	41	2	0	2	0	5	2	64802	17
1	2228	96	1	5	3	0	5	7	170000	13
1	1835	66	2	5	1	0	5	1	172584	17
1	7711	38	1	0	1	0	5	1	20858	13
1	3986	71	1	0	2	0	5	1	273973	17
1	5678	64	1	5	1	0	5	1	58787	16
1	2295	34	1	0	2	0	5	1	98736	16
1	1455	34	1	0	2	0	5	1	141400	13
1	185	78	1	0	3	0	5	1	196100	17
1	5991	44	1	0	3	0	5	1	101724	13
1	7053	36	1	0	2	0	5	1	126850	14
1	1812	64	1	5	5	0	5	1	81840	11
1	1663	66	1	0	2	0	5	1	138150	17
1	3171	64	1	0	2	0	5	1	272200	17
1	755	60	1	0	3	0	5	1	63080	14
1	1042	31	2	0	1	0	5	1	75010	16
1	1145	29	1	0	3	0	1	1	61770	17
1	8394	29	1	0	2	0	1	1	40950	16
1	3363	28	2	0	1	2	5	1	51801	17
1	1059	27	2	0	4	0	5	1	97000	16
1	3277	25	1	0	2	2	5	1	6000	17
1	4332	24	2	0	3	0	5	1	37200	13
1	8555	24	2	0	2	1	5	1	16002	17
1	1920	58	1	0	2	0	5	1	141146	16
1	1684	54	1	0	3	0	5	1	150000	17
1	1810	66	1	5	3	0	5	1	112698	16
1	8324	52	1	0	4	0	5	1	155806	17
1	6596	30	1	0	1	0	1	1	124100	16
1	1457	32	2	0	2	0	1	1	10000	17
1	2215	31	1	0	2	0	5	1	52000	17
1	8361	67	1	0	2	0	5	1	50119	17
1	6490	45	1	0	2	0	5	1	65150	15
1	6633	44	1	0	2	0	5	1	154557	16
1	1258	73	1	0	3	0	5	1	79598	16
1	2257	86	1	5	3	3	5	1	66454	10
1	7352	51	1	0	3	0	5	1	59953	16
1	4675	27	1	0	2	0	5	1	124200	17
1	2942	66	1	5	2	0	5	1	144971	17
1	6829	71	1	5	4	0	5	1	28620	10
1	4042	49	1	0	2	0	5	1	108700	16
1	1521	79	1	5	3	0	5	1	34706	99
1	2946	78	2	0	2	0	5	1	71824	14
1	4442	53	1	0	2	0	5	1	182720	16
1	2316	44	1	0	3	0	5	1	323000	17
1	5075	23	1	0	2	2	5	1	18164	16
1	835	61	1	5	3	0	5	1	24000	12
1	3949	35	1	0	2	0	5	1	67000	16
1	8786	31	2	0	2	0	1	1	32202	11
1	8749	28	2	0	1	0	1	1	60000	14
1	8761	45	1	0	3	0	5	1	169500	13
1	2170	78	2	5	2	0	5	1	39165	16
1	1211	57	1	0	2	0	5	1	220800	17
1	6050	30	1	0	1	0	5	1	74142	17
1	2293	32	1	0	3	0	1	1	50000	12
1	3970	30	1	0	3	0	1	1	40304	16
1	212	27	1	0	3	0	5	1	67500	12
1	470	26	2	0	1	0	5	1	27005	17
1	8704	20	1	0	3	1	5	1	18520	12
1	4158	60	1	0	2	0	5	1	245350	16
1	4973	54	1	0	3	0	5	1	174286	14
1	1785	60	1	0	3	0	5	1	86133	17
1	7137	52	1	0	3	0	5	1	177000	16
1	7367	32	1	0	1	0	1	1	79002	17
1	5700	27	1	0	2	0	5	1	99002	17
1	5433	70	1	0	2	0	5	1	213970	12
1	4590	75	2	5	2	0	5	1	13200	12
1	3580	49	2	0	1	0	5	1	70000	13
1	7071	42	1	0	2	0	5	1	285500	14
1	5228	28	2	0	2	2	5	1	66550	17
1	4403	58	1	0	3	0	5	1	172050	14
1	832	66	1	5	5	0	5	9	33832	8
1	6104	45	1	5	4	0	5	1	23600	11
1	5565	25	2	0	3	0	5	3	3500	12
1	4582	24	1	0	4	4	5	1	40000	12
1	4985	23	2	0	1	0	1	1	25148	12
1	5509	47	1	5	5	0	1	1	42000	8
1	7160	25	1	0	3	0	1	1	49000	10
1	8213	27	1	0	3	3	5	1	9000	11
1	407	82	1	5	2	0	5	1	125162	16
1	8334	67	2	5	4	0	5	1	61980	16
1	8263	43	1	0	1	0	5	1	165000	17
1	5035	41	1	0	1	0	5	1	128200	16
1	7148	48	1	0	2	0	5	1	137000	16
1	888	62	1	0	1	0	5	1	73800	14
1	2638	67	1	5	3	0	5	1	71173	16
1	1222	43	2	0	3	0	5	1	32236	12
1	1089	42	1	0	3	0	5	1	32625	12
1	1898	34	2	0	1	0	5	1	58002	17
1	8298	62	1	0	2	0	5	1	121200	12
1	2563	57	2	0	3	0	5	2	42000	12
1	4863	31	2	0	4	0	1	2	4200	12
1	1392	32	1	0	3	0	5	2	38950	12
1	7382	30	2	5	4	0	5	1	15200	12
1	469	63	2	5	3	0	5	2	0	12
1	5554	44	2	0	3	0	5	2	40000	12
1	1556	41	1	0	3	0	1	2	61000	12
1	5149	40	2	0	3	0	5	2	38452	10
1	304	39	2	0	2	0	5	2	73300	17
1	8463	39	1	0	4	0	5	2	64000	12
1	8677	38	1	0	3	0	5	2	62000	12
1	1570	24	2	0	3	0	5	2	30000	15
1	575	21	1	0	2	0	5	2	9140	12
1	4841	45	2	5	4	0	5	2	22916	12
1	7696	38	2	5	3	0	5	3	9144	14
1	478	37	2	0	3	0	1	2	22560	11
1	1301	81	1	5	4	0	5	2	83700	12
1	1412	74	2	0	2	0	5	2	22598	11
1	1929	54	2	0	1	0	5	2	30000	9
1	3553	46	2	0	3	0	5	2	27010	12
1	1628	38	2	0	1	0	1	2	32900	11
1	1360	37	2	1	3	0	1	2	6200	11
1	6274	35	2	0	2	0	5	2	31718	14
1	1426	33	1	0	4	0	1	2	41306	13
1	3004	32	1	5	2	4	1	2	39000	10
1	3265	27	1	0	2	0	5	2	14152	12
1	7095	26	2	0	3	0	5	2	39000	12
1	2888	76	1	5	4	0	1	2	20480	6
1	5946	49	1	0	3	0	5	2	88812	12
1	4597	26	2	5	2	0	5	2	19300	12
1	2042	31	1	0	3	0	5	2	84000	13
1	2531	65	1	5	4	0	5	1	15252	15
1	3645	37	1	5	5	0	5	1	21600	11
1	8795	32	1	0	3	0	5	1	68000	12
1	4427	63	2	0	4	0	5	1	41868	17
1	3853	69	1	1	2	0	5	1	96688	14
1	5484	60	1	0	1	0	5	1	317452	14
1	8804	43	1	0	4	0	5	1	17752	12
1	4080	37	1	0	1	0	5	1	115760	16
1	6312	37	1	0	3	0	1	1	98000	12
1	5998	34	1	0	1	1	5	1	155006	17
1	4813	33	1	0	3	0	5	1	60736	14
1	5266	32	2	0	2	0	5	1	45605	17
1	7935	32	1	0	2	0	5	1	101000	12
1	5086	27	1	5	1	0	5	1	4206	17
1	2877	71	1	5	4	0	5	1	98096	17
1	5297	60	1	0	1	0	5	1	227006	16
1	9070	43	2	0	5	3	5	1	32913	13
1	4274	39	1	0	3	0	5	1	110100	12
1	5816	32	1	0	2	0	5	1	99000	12
1	4346	33	1	0	3	2	5	1	56010	14
1	552	87	1	5	5	0	5	1	56192	12
1	164	62	2	5	5	0	5	2	15768	12
1	7550	37	1	0	1	0	1	2	57500	15
1	7164	26	1	0	3	4	1	2	37330	12
1	7686	29	2	0	4	2	5	2	4160	11
1	4221	44	1	0	2	9	5	9	80082	99
1	5024	85	1	5	3	0	1	1	43350	17
1	4990	46	2	0	3	0	5	1	60009	17
1	6759	38	1	0	1	0	5	1	102700	14
1	8288	41	1	0	3	0	5	1	56667	12
1	5940	86	1	5	3	0	5	1	34900	15
1	7826	63	1	5	1	0	5	1	177010	16
1	1790	61	1	0	2	0	5	1	105200	12
1	1058	56	1	0	2	0	5	1	186900	16
1	7594	52	1	0	2	0	5	1	24150	17
1	5143	58	2	5	2	0	5	1	55400	14
1	1802	33	1	0	2	0	5	1	145000	16
1	1076	32	2	0	2	0	5	1	34200	17
1	2564	25	1	0	2	3	5	1	64336	16
1	2150	34	1	0	2	0	5	1	140100	17
1	5952	81	2	5	3	0	5	1	48026	12
1	7230	50	2	0	2	0	5	1	80800	14
1	5300	47	2	0	2	0	1	1	45400	16
1	6454	82	2	5	4	2	5	1	15700	12
1	4580	60	1	0	2	0	5	1	540000	16
1	7755	27	2	0	2	0	5	1	70000	16
1	3224	24	2	0	1	0	5	1	79612	16
1	2191	67	1	5	2	0	5	1	290642	16
1	2703	34	2	0	3	0	5	1	44825	16
1	2360	46	1	0	3	0	5	1	211000	16
