Zip	State	County	City	ZrentValue
76501	TX	Bell	Temple	908
11581	NY	Nassau	Valley Stream	2919
75078	TX	Collin	Prosper	2665
37204	TN	Davidson	Nashville	2376
94041	CA	Santa Clara	Mountain View	4065
95215	CA	San Joaquin	Garden Acres	1210
78676	TX	Hays	Wimberley	1708
48625	MI	Clare	Harrison	787
97210	OR	Multnomah	Portland	2566
2459	MA	Middlesex	Newton	3738
45377	OH	Montgomery	Vandalia	1096
28075	NC	Cabarrus	Harrisburg	1632
19703	DE	New Castle	Claymont	1357
98642	WA	Clark	Ridgefield	1938
92014	CA	San Diego	San Diego	6129
2911	RI	Providence	North Providence	1518
98944	WA	Yakima	Sunnyside	1014
63049	MO	Jefferson	High Ridge	1154
48193	MI	Wayne	Riverview	1157
84032	UT	Wasatch	Heber City	1672
65270	MO	Randolph	Moberly	821
46356	IN	Lake	Lowell	1449
12831	NY	Saratoga	Wilton	1804
64157	MO	Jackson	Kansas City	1694
14611	NY	Monroe	Rochester	907
38237	TN	Weakley	Martin	895
8033	NJ	Camden	Haddonfield	2774
33034	FL	Miami-Dade	Florida City	1451
37127	TN	Rutherford	Murfreesboro	1414
73118	OK	Oklahoma	Oklahoma City	1001
34420	FL	Marion	Belleview	943
13031	NY	Onondaga	Town of Camillus	1503
26330	WV	Harrison	Bridgeport	1387
19015	PA	Delaware	Brookhaven	1338
7405	NJ	Morris	Kinnelon	2416
11692	NY	Queens	New York	2128
70062	LA	Jefferson	Kenner	1244
47725	IN	Vanderburgh	Evansville	1465
33149	FL	Miami-Dade	Key Biscayne	3842
50325	IA	Polk	Clive	1892
34690	FL	Pasco	Holiday	923
49004	MI	Kalamazoo	Kalamazoo	1081
54241	WI	Manitowoc	Two Rivers	877
6119	CT	Hartford	West Hartford	1699
45344	OH	Clark	New Carlisle	791
48302	MI	Oakland	Bloomfield Hills	2991
53566	WI	Green	Monroe	1106
85262	AZ	Maricopa	Scottsdale	4171
92585	CA	Riverside	Menifee	1857
1501	MA	Worcester	Auburn	1629
77578	TX	Brazoria	Manvel	1877
35206	AL	Jefferson	Birmingham	747
36571	AL	Mobile	Saraland	1004
48323	MI	Oakland	West Bloomfield	2271
21085	MD	Harford	Joppa	1520
18705	PA	Luzerne	Wilkes-Barre	799
33440	FL	Hendry	Clewiston	1242
33637	FL	Hillsborough	Temple Terrace	1224
74344	OK	Delaware	Grove	1026
18428	PA	Pike	Blooming Grove Township	1287
32903	FL	Brevard	Melbourne	1959
94945	CA	Marin	Novato	3477
72364	AR	Crittenden	Marion	1090
24354	VA	Smyth	Marion	1000
80751	CO	Logan	Sterling	1209
67042	KS	Butler	El Dorado	769
7751	NJ	Monmouth	Morganville	2783
8203	NJ	Atlantic	Brigantine	1420
44485	OH	Trumbull	Warren	631
78224	TX	Bexar	San Antonio	1141
63126	MO	Saint Louis	Crestwood	1368
90293	CA	Los Angeles	Los Angeles	3043
12561	NY	Ulster	Town of New Paltz	1878
31005	GA	Houston	Bonaire	1147
85139	AZ	Pinal	Maricopa	1065
15009	PA	Beaver	Brighton Township	1243
79935	TX	El Paso	El Paso	1048
55401	MN	Hennepin	Minneapolis	1795
77707	TX	Jefferson	Beaumont	1216
45502	OH	Clark	Northridge	904
6415	CT	New London	Town of Colchester	1604
7650	NJ	Bergen	Palisades Park	2501
36106	AL	Montgomery	Montgomery	1097
2766	MA	Bristol	Norton	1854
60546	IL	Cook	Riverside	1867
1721	MA	Middlesex	Ashland	2326
22205	VA	Arlington	Arlington	3304
75143	TX	Henderson	Tool	1240
87122	NM	Bernalillo	Albuquerque	2356
96821	HI	Honolulu	Honolulu	3539
15234	PA	Allegheny	Castle Shannon	1135
39426	MS	Pearl River	Carriere	1207
44420	OH	Trumbull	Girard	783
72210	AR	Pulaski	Little Rock	1206
78724	TX	Travis	Austin	1446
8361	NJ	Cumberland	Vineland	1490
7020	NJ	Bergen	Edgewater	2537
13669	NY	Saint Lawrence	Ogdensburg	1123
64029	MO	Jackson	Grain Valley	1381
77011	TX	Harris	Houston	1244
76234	TX	Wise	Decatur	1328
2723	MA	Bristol	Fall River	1068
96022	CA	Tehama	Cottonwood	1254
78620	TX	Hays	Dripping Springs	2153
32922	FL	Brevard	Cocoa	998
79903	TX	El Paso	El Paso	892
37932	TN	Knox	Knoxville	1549
56304	MN	Stearns	Saint Cloud	1250
14904	NY	Chemung	Town of Elmira	839
35957	AL	Marshall	Boaz	840
43506	OH	Williams	Bryan	996
39562	MS	Jackson	Moss Point	1033
13039	NY	Onondaga	Cicero	1668
60436	IL	Will	Joliet	1264
77302	TX	Montgomery	Conroe	1552
22124	VA	Fairfax	Oakton	3093
46774	IN	Allen	New Haven	1002
60542	IL	Kane	North Aurora	1738
55306	MN	Dakota	Burnsville	1799
78566	TX	Cameron	Los Fresnos	893
75116	TX	Dallas	Duncanville	1371
80903	CO	El Paso	Colorado Springs	1308
35763	AL	Madison	Owens Cross Roads	1500
23707	VA	Portsmouth City	Portsmouth	1146
37398	TN	Franklin	Winchester	1142
50313	IA	Polk	Des Moines	1043
60084	IL	Lake	Wauconda	1648
49660	MI	Manistee	Manistee	983
72058	AR	Faulkner	Greenbrier	944
6029	CT	Tolland	Ellington	1773
95817	CA	Sacramento	Sacramento	1481
76115	TX	Tarrant	Fort Worth	1050
13057	NY	Onondaga	Town of Manlius	1315
11370	NY	Queens	New York	2259
13413	NY	Oneida	New Hartford	1401
29693	SC	Oconee	Westminster	909
67460	KS	McPherson	McPherson	1110
11754	NY	Suffolk	Kings Park	2768
29662	SC	Greenville	Mauldin	1322
45206	OH	Hamilton	Cincinnati	1249
67214	KS	Sedgwick	Wichita	650
15232	PA	Allegheny	Pittsburgh	1709
41001	KY	Campbell	Alexandria	1279
30474	GA	Toombs	Vidalia	1034
20151	VA	Loudoun	Chantilly	2363
37416	TN	Hamilton	Chattanooga	1145
33549	FL	Hillsborough	Lutz	1548
75134	TX	Dallas	Lancaster	1335
30179	GA	Carroll	Temple	999
91746	CA	Los Angeles	West Puente Valley	2223
2188	MA	Norfolk	Weymouth	2263
84097	UT	Utah	Orem	1479
16648	PA	Blair	Frankstown Township	944
98332	WA	Pierce	Gig Harbor	2149
75801	TX	Anderson	Palestine	1108
20015	DC	District of Columbia	Washington	4094
92377	CA	San Bernardino	Rialto	1964
20724	MD	Prince Georges	Laurel	1989
29078	SC	Kershaw	Lugoff	1098
12524	NY	Dutchess	Town of Fishkill	1957
99037	WA	Spokane	Spokane Valley	1454
76058	TX	Johnson	Joshua	1471
66067	KS	Franklin	Ottawa	895
92865	CA	Orange	Orange	2903
79714	TX	Andrews	Andrews	1270
28539	NC	Onslow	Hubert	852
8830	NJ	Middlesex	Woodbridge Township	2038
70006	LA	Jefferson	Metairie	1658
19465	PA	Chester	North Coventry Township	1777
8232	NJ	Atlantic	Pleasantville	1317
52002	IA	Dubuque	Dubuque	1223
93725	CA	Fresno	Fresno	1144
33327	FL	Broward	Weston	2911
89433	NV	Washoe	Sun Valley	1358
46615	IN	Saint Joseph	South Bend	806
46404	IN	Lake	Gary	787
96130	CA	Lassen	Susanville	1231
77318	TX	Montgomery	Willis	1611
76052	TX	Tarrant	Fort Worth	1653
45804	OH	Allen	Lima	696
2421	MA	Middlesex	Lexington	3412
57350	SD	Beadle	Huron	915
16504	PA	Erie	Erie	937
27282	NC	Guilford	High Point	1281
33565	FL	Hillsborough	Plant City	1457
45246	OH	Hamilton	Springdale	1197
53158	WI	Kenosha	Pleasant Prairie	1627
90212	CA	Los Angeles	Beverly Hills	6014
28462	NC	Brunswick	Holden Beach	1266
49047	MI	Cass	Dowagiac	928
89403	NV	Lyon	Dayton	1307
31407	GA	Chatham	Port Wentworth	1168
38120	TN	Shelby	Memphis	1934
13219	NY	Onondaga	Fairmount	1321
35406	AL	Tuscaloosa	Tuscaloosa	1601
45891	OH	Van Wert	Van Wert	873
97459	OR	Coos	North Bend	1232
12118	NY	Saratoga	Halfmoon	1712
81321	CO	Montezuma	Cortez	1287
21108	MD	Anne Arundel	Glen Burnie	2166
57110	SD	Minnehaha	Sioux Falls	1421
29572	SC	Horry	Myrtle Beach	1180
35094	AL	Jefferson	Leeds	1100
45631	OH	Gallia	Gallipolis	1004
21532	MD	Allegany	Frostburg	1089
60070	IL	Cook	Prospect Heights	1694
92844	CA	Orange	Garden Grove	2526
15201	PA	Allegheny	Pittsburgh	1178
83617	ID	Gem	Emmett	1059
29630	SC	Pickens	Central	1081
72543	AR	Cleburne	Heber Springs	1013
3303	NH	Merrimack	Concord	1436
89005	NV	Clark	Boulder City	1296
38019	TN	Tipton	Covington	869
61114	IL	Winnebago	Rockford	1217
75253	TX	Dallas	Dallas	1246
84025	UT	Davis	Farmington	1740
8852	NJ	Middlesex	South Brunswick	2351
10538	NY	Westchester	Larchmont	6015
22046	VA	Fairfax	Falls Church	2901
27596	NC	Franklin	Youngsville	1273
2777	MA	Bristol	Swansea	1577
97216	OR	Multnomah	Portland	1680
56258	MN	Lyon	Marshall	1216
90270	CA	Los Angeles	Maywood	2225
39520	MS	Hancock	Bay Saint Louis	967
2141	MA	Middlesex	Cambridge	2530
75474	TX	Hunt	West Tawakoni	1051
21550	MD	Garrett	Mountain Lake Park	1321
1028	MA	Hampden	East Longmeadow	1760
33980	FL	Charlotte	Punta Gorda	1527
19001	PA	Montgomery	Abington	1674
8840	NJ	Middlesex	Metuchen	2326
2351	MA	Plymouth	Abington	1964
39571	MS	Harrison	Pass Christian	1215
11356	NY	Queens	New York	2270
34771	FL	Osceola	Saint Cloud	1588
29118	SC	Orangeburg	Orangeburg	1130
30354	GA	Fulton	Atlanta	996
35080	AL	Shelby	Helena	1305
95110	CA	Santa Clara	San Jose	2956
97914	OR	Malheur	Ontario	1153
95366	CA	San Joaquin	Ripon	1954
19707	DE	New Castle	Hockessin	2305
59106	MT	Yellowstone	Billings	1821
15214	PA	Allegheny	Pittsburgh	1020
34949	FL	Saint Lucie	Fort Pierce	1799
6351	CT	New London	Griswold	1392
8837	NJ	Middlesex	Edison	2131
60118	IL	Kane	West Dundee	1767
10580	NY	Westchester	Rye	8398
48341	MI	Oakland	Pontiac	951
88210	NM	Eddy	Artesia	1161
74361	OK	Mayes	Pryor	955
33305	FL	Broward	Fort Lauderdale	2008
48324	MI	Oakland	West Bloomfield	1949
2664	MA	Barnstable	Yarmouth	1636
30273	GA	Clayton	Rex	931
93280	CA	Kern	Wasco	1173
15226	PA	Allegheny	Pittsburgh	1017
68310	NE	Gage	Beatrice	993
44425	OH	Trumbull	Hubbard	809
39307	MS	Lauderdale	Meridian	839
96021	CA	Tehama	Corning	1061
20816	MD	Montgomery	Bethesda	3857
2019	MA	Norfolk	Town of Bellingham	2134
7067	NJ	Middlesex	Colonia	2207
83442	ID	Jefferson	Rigby	1138
47111	IN	Clark	Charlestown	1176
2806	RI	Bristol	Barrington	2413
65265	MO	Audrain	Mexico	856
78070	TX	Comal	Spring Branch	2205
78404	TX	Nueces	Corpus Christi	1200
62249	IL	Madison	Highland	1195
27948	NC	Dare	Kill Devil Hills	1330
63005	MO	Saint Louis	Chesterfield	3221
55346	MN	Hennepin	Eden Prairie	2002
55108	MN	Ramsey	Saint Paul	1632
84111	UT	Salt Lake	Salt Lake City	1309
73801	OK	Woodward	Woodward	949
29624	SC	Anderson	Anderson	692
18634	PA	Luzerne	Nanticoke	738
49401	MI	Ottawa	Allendale Township	1461
95330	CA	San Joaquin	Lathrop	1839
30707	GA	Walker	Chickamauga	981
77012	TX	Harris	Houston	1209
24301	VA	Pulaski	Pulaski	957
64024	MO	Clay	Excelsior Springs	1041
81507	CO	Mesa	Grand Junction	1474
37377	TN	Hamilton	Signal Mountain	1911
75407	TX	Collin	Princeton	1501
84737	UT	Washington	Hurricane	1326
2067	MA	Norfolk	Town of Sharon	2886
10567	NY	Westchester	Cortlandt Manor	2584
19947	DE	Sussex	Georgetown	1272
44030	OH	Ashtabula	Conneaut	871
2359	MA	Plymouth	Pembroke	2115
18612	PA	Luzerne	Back Mountain	1349
77303	TX	Montgomery	Conroe	1327
60131	IL	Cook	Franklin Park	1609
72002	AR	Saline	Shannon Hills	1136
30513	GA	Fannin	Blue Ridge	1239
14222	NY	Erie	Buffalo	1388
56345	MN	Morrison	Little Falls	1156
27370	NC	Randolph	Trinity	1039
31545	GA	Wayne	Jesup	1004
22963	VA	Fluvanna	Palmyra	1328
25401	WV	Berkeley	Martinsburg	940
90305	CA	Los Angeles	Inglewood	2579
55371	MN	Sherburne	Princeton	1351
87544	NM	Los Alamos	Los Alamos	1366
71129	LA	Caddo	Shreveport	1199
70767	LA	West Baton Rouge	Port Allen	1295
67205	KS	Sedgwick	Wichita	1472
39183	MS	Warren	Vicksburg	1186
53901	WI	Columbia	Portage	1092
80517	CO	Larimer	Estes Park	1787
90304	CA	Los Angeles	Inglewood	2408
92251	CA	Imperial	Imperial	1233
70037	LA	Plaquemines	Belle Chasse	1606
77541	TX	Brazoria	Freeport	1402
20737	MD	Prince Georges	East Riverdale	1813
33315	FL	Broward	Fort Lauderdale	1753
37663	TN	Sullivan	Kingsport	1098
45229	OH	Hamilton	Cincinnati	1244
53718	WI	Dane	Madison	1554
45432	OH	Greene	Beavercreek	1061
92075	CA	San Diego	Solana Beach	4666
45403	OH	Montgomery	Dayton	676
6897	CT	Fairfield	Wilton	3883
23901	VA	Prince Edward	Farmville	1190
84045	UT	Utah	Saratoga Springs	1556
19054	PA	Bucks	Levittown	1650
48051	MI	Macomb	Chesterfield	1299
30317	GA	Fulton	Atlanta	1700
15229	PA	Allegheny	Ross Township	1208
32091	FL	Bradford	Starke	1062
28365	NC	Duplin	Mount Olive	851
81521	CO	Mesa	Fruita	1238
3055	NH	Hillsborough	Town of Milford	1791
75707	TX	Smith	Tyler	1363
94105	CA	San Francisco	San Francisco	4429
13104	NY	Onondaga	Town of Manlius	2170
18707	PA	Luzerne	Mountain Top	1325
11030	NY	Nassau	Manhasset	6843
2863	RI	Providence	Central Falls	1130
33184	FL	Miami-Dade	Tamiami	2166
63132	MO	Saint Louis	Olivette	1402
63131	MO	Saint Louis	Des Peres	3271
86426	AZ	Mohave	Mohave Valley	1071
91390	CA	Los Angeles	Santa Clarita	2939
46807	IN	Allen	Fort Wayne	693
1510	MA	Worcester	Clinton	1640
77051	TX	Harris	Houston	1159
42276	KY	Logan	Russellville	853
60140	IL	Kane	Pingree Grove	1735
2726	MA	Bristol	Somerset	1594
33935	FL	Hendry	Labelle	1277
33136	FL	Miami-Dade	Miami	1681
87410	NM	San Juan	Aztec	1091
10960	NY	Rockland	Orangetown	2646
76104	TX	Tarrant	Fort Worth	1052
22546	VA	Caroline	Ruther Glen	1254
60104	IL	Cook	Bellwood	1400
70518	LA	Lafayette	Broussard	1404
44041	OH	Ashtabula	Geneva	954
10549	NY	Westchester	Mount Kisco	3474
55364	MN	Hennepin	Mound	1891
85648	AZ	Santa Cruz	Rio Rico	1005
8110	NJ	Camden	Pennsauken	1477
46755	IN	Noble	Kendallville	978
75601	TX	Gregg	Longview	1120
74955	OK	Sequoyah	Sallisaw	806
7646	NJ	Bergen	New Milford	2410
4038	ME	Cumberland	Town of Gorham	1815
97524	OR	Jackson	Eagle Point	1504
78732	TX	Travis	Austin	2730
7029	NJ	Hudson	Harrison	1967
44140	OH	Cuyahoga	Bay Village	1729
64117	MO	Jackson	Kansas City	1014
47170	IN	Scott	Scottsburg	904
22025	VA	Prince William	Dumfries	2024
96778	HI	Hawaii	Pahoa	1355
27504	NC	Johnston	Benson	1068
78747	TX	Travis	Austin	1676
94019	CA	San Mateo	Half Moon Bay	3908
49331	MI	Kent	Lowell Township	1382
91105	CA	Los Angeles	Pasadena	3912
94705	CA	Alameda	Berkeley	4504
43950	OH	Belmont	Saint Clairsville	1276
35213	AL	Jefferson	Mountain Brook	3158
76306	TX	Wichita	Wichita Falls	748
19462	PA	Montgomery	Plymouth Township	2056
96161	CA	Nevada	Truckee	2464
37874	TN	Monroe	Sweetwater	1047
22301	VA	Alexandria City	Alexandria	3100
62522	IL	Macon	Decatur	806
28711	NC	Buncombe	Black Mountain	1341
33765	FL	Pinellas	Clearwater	1352
55413	MN	Hennepin	Minneapolis	1529
30642	GA	Greene	Greensboro	1664
60173	IL	Cook	Schaumburg	1632
99669	AK	Kenai Peninsula	Soldotna	1385
98467	WA	Pierce	University Place	1897
29153	SC	Sumter	Sumter	775
39828	GA	Grady	Cairo	956
37617	TN	Sullivan	Blountville	1031
72830	AR	Johnson	Clarksville	801
99503	AK	Anchorage	Anchorage	1633
35208	AL	Jefferson	Birmingham	747
29568	SC	Horry	Little River	1252
68507	NE	Lancaster	Lincoln	1129
77031	TX	Harris	Houston	1428
90715	CA	Los Angeles	Lakewood	2375
77378	TX	Montgomery	Willis	1275
85083	AZ	Maricopa	Phoenix	1839
93514	CA	Inyo	Bishop	1916
64870	MO	Jasper	Webb City	781
97381	OR	Marion	Silverton	1657
19126	PA	Philadelphia	Philadelphia	1198
75236	TX	Dallas	Dallas	1336
48026	MI	Macomb	Fraser	1216
35475	AL	Tuscaloosa	Northport	1251
77401	TX	Harris	Bellaire	5392
32534	FL	Escambia	Pensacola	934
38012	TN	Haywood	Brownsville	820
35210	AL	Jefferson	Irondale	1017
40217	KY	Jefferson	Louisville	1101
77713	TX	Jefferson	Beaumont	1485
48225	MI	Wayne	Harper Woods	884
7628	NJ	Bergen	Dumont	2395
68503	NE	Lancaster	Lincoln	1045
59803	MT	Missoula	Missoula	1499
52556	IA	Jefferson	Fairfield	997
80465	CO	Jefferson	Morrison	2056
81147	CO	Archuleta	Pagosa Springs	1522
66103	KS	Wyandotte	Kansas City	921
32317	FL	Leon	Tallahassee	1543
27892	NC	Martin	Williamston	883
36054	AL	Elmore	Millbrook	910
80030	CO	Adams	Westminster	1723
85650	AZ	Cochise	Sierra Vista	1096
22066	VA	Fairfax	Great Falls	4438
76022	TX	Tarrant	Bedford	1446
60432	IL	Will	Joliet	1243
91208	CA	Los Angeles	Glendale	3612
21046	MD	Howard	Columbia	2169
2189	MA	Norfolk	Weymouth	2199
18040	PA	Northampton	Forks Township	1691
3743	NH	Sullivan	Claremont	1169
1938	MA	Essex	Town of Ipswich	2392
29388	SC	Spartanburg	Woodruff	1084
61605	IL	Peoria	Peoria	581
60490	IL	Will	Bolingbrook	2125
35111	AL	Tuscaloosa	Lake View	1242
72202	AR	Pulaski	Little Rock	844
8904	NJ	Middlesex	Highland Park	2217
77013	TX	Harris	Houston	1259
7746	NJ	Monmouth	Marlboro	2801
65806	MO	Greene	Springfield	591
44321	OH	Summit	Copley	1627
29657	SC	Pickens	Liberty	1008
60455	IL	Cook	Bridgeview	1608
25427	WV	Berkeley	Hedgesville	1156
59047	MT	Park	Livingston	1139
24592	VA	Halifax	South Boston	1016
98045	WA	King	North Bend	2291
73096	OK	Custer	Weatherford	1120
30523	GA	Habersham	Clarkesville	1178
77028	TX	Harris	Houston	1126
75169	TX	Van Zandt	Wills Point	1223
7730	NJ	Monmouth	Hazlet	2245
64056	MO	Jackson	Independence	1008
44654	OH	Holmes	Millersburg	1237
11553	NY	Nassau	Uniondale	2813
10530	NY	Westchester	Hartsdale	3100
26726	WV	Mineral	Keyser	839
16830	PA	Clearfield	Clearfield	927
28584	NC	Onslow	Swansboro	1143
44839	OH	Erie	Huron	1326
19956	DE	Sussex	Laurel	1228
60521	IL	Du Page	Hinsdale	4583
79029	TX	Moore	Dumas	1059
65706	MO	Webster	Marshfield	765
48827	MI	Eaton	Eaton Rapids	1109
53575	WI	Dane	Town of Oregon	1513
71601	AR	Jefferson	Pine Bluff	684
46228	IN	Marion	Indianapolis	1198
18466	PA	Monroe	Coolbaugh	1128
56003	MN	Nicollet	North Mankato	1304
46408	IN	Lake	Gary	799
49286	MI	Lenawee	Tecumseh	1038
75203	TX	Dallas	Dallas	1097
81503	CO	Mesa	Grand Junction	1114
78611	TX	Burnet	Burnet	1330
28791	NC	Henderson	Hendersonville	1341
55008	MN	Isanti	Cambridge	1299
7079	NJ	Essex	South Orange	2832
59401	MT	Cascade	Great Falls	1104
34241	FL	Sarasota	Sarasota	2409
94503	CA	Napa	American Canyon	2597
31029	GA	Monroe	Forsyth	1153
19057	PA	Bucks	Levittown	1603
63050	MO	Jefferson	Hillsboro	1210
70807	LA	East Baton Rouge	Baton Rouge	1034
6355	CT	New London	Town of Groton	1720
44301	OH	Summit	Akron	751
23851	VA	Franklin City	Franklin	1100
33559	FL	Hillsborough	Lutz	1444
33523	FL	Hernando	Ridge Manor	1035
33412	FL	Palm Beach	West Palm Beach	2450
29902	SC	Beaufort	Beaufort	1320
77488	TX	Wharton	Wharton	1257
75803	TX	Anderson	Palestine	1144
78739	TX	Travis	Austin	2571
48846	MI	Ionia	Ionia	940
12019	NY	Saratoga	Ballston	2008
32656	FL	Clay	Keystone Heights	1128
50311	IA	Polk	Des Moines	1203
22039	VA	Fairfax	Lorton	3327
1776	MA	Middlesex	Sudbury	3068
32055	FL	Columbia	Lake City	1067
93402	CA	San Luis Obispo	Los Osos	2272
33715	FL	Pinellas	Saint Petersburg	2005
87506	NM	Santa Fe	Santa Fe	2967
61071	IL	Whiteside	Rock Falls	1017
50316	IA	Polk	Des Moines	995
55804	MN	Saint Louis	Duluth	1451
66205	KS	Johnson	Roeland Park	1514
86336	AZ	Yavapai	Sedona	2196
87113	NM	Bernalillo	Albuquerque	1306
46714	IN	Wells	Bluffton	990
32433	FL	Walton	Defuniak Springs	839
32976	FL	Brevard	Micco	1282
60478	IL	Cook	Country Club Hills	1551
51103	IA	Woodbury	Sioux City	838
68132	NE	Douglas	Omaha	1427
29325	SC	Laurens	Clinton	952
95963	CA	Glenn	Orland	1353
7522	NJ	Passaic	Paterson	1444
95540	CA	Humboldt	Fortuna	1651
93728	CA	Fresno	Fresno	1021
27006	NC	Davie	Advance	1340
98903	WA	Yakima	Yakima	1153
77030	TX	Harris	Houston	1829
31216	GA	Bibb	Macon	1143
57703	SD	Pennington	Rapid Valley	1298
7480	NJ	Passaic	West Milford	1739
99353	WA	Benton	West Richland	1557
49319	MI	Kent	Cedar Springs	1286
76008	TX	Parker	Aledo	2084
36078	AL	Elmore	Tallassee	850
98233	WA	Skagit	Burlington	1527
8691	NJ	Mercer	Robbinsville Township	2318
75159	TX	Dallas	Seagoville	1308
29323	SC	Spartanburg	Chesnee	1133
46122	IN	Hendricks	Danville	1247
40210	KY	Jefferson	Louisville	804
30360	GA	Dekalb	Dunwoody	1726
44904	OH	Richland	Lexington	869
78726	TX	Travis	Austin	2401
60417	IL	Will	Crete	1483
32351	FL	Gadsden	Quincy	915
91901	CA	San Diego	Alpine	2683
45223	OH	Hamilton	Cincinnati	904
18969	PA	Montgomery	Telford	1618
90502	CA	Los Angeles	West Carson	2398
80908	CO	El Paso	Black Forest	2241
93630	CA	Fresno	Kerman	1256
6831	CT	Fairfield	Greenwich	4986
15203	PA	Allegheny	Pittsburgh	1366
70121	LA	Jefferson	Jefferson	1355
74429	OK	Wagoner	Coweta	1139
40514	KY	Fayette	Lexington	1342
42211	KY	Trigg	Cadiz	925
94960	CA	Marin	San Anselmo	4622
19363	PA	Chester	East Nottingham Township	1569
36037	AL	Butler	Greenville	897
85607	AZ	Cochise	Douglas	725
91204	CA	Los Angeles	Glendale	2464
18938	PA	Bucks	Solebury	2968
7031	NJ	Bergen	North Arlington	1958
74146	OK	Tulsa	Tulsa	901
48638	MI	Saginaw	Saginaw	871
7066	NJ	Union	Clark	2162
28164	NC	Gaston	Stanley	1199
6716	CT	New Haven	Wolcott	1487
92344	CA	San Bernardino	Hesperia	1501
36619	AL	Mobile	Mobile	1020
80236	CO	Denver	Denver	1929
97038	OR	Clackamas	Molalla	1697
6070	CT	Hartford	Simsbury	1975
64057	MO	Jackson	Independence	1281
32011	FL	Nassau	Callahan	1311
15211	PA	Allegheny	Pittsburgh	1134
23661	VA	Hampton City	Hampton	1064
68136	NE	Douglas	Omaha	1777
13815	NY	Chenango	Town of Norwich	1149
27592	NC	Wake	Willow Spring	1335
79556	TX	Nolan	Sweetwater	982
20905	MD	Montgomery	Silver Spring	2483
74003	OK	Washington	Bartlesville	661
34785	FL	Sumter	Wildwood	1210
90013	CA	Los Angeles	Los Angeles	2413
4064	ME	York	Old Orchard Beach	1595
92225	CA	Riverside	Blythe	1190
93610	CA	Madera	Chowchilla	1119
77048	TX	Harris	Houston	1252
11429	NY	Queens	New York	2227
15116	PA	Allegheny	Shaler Township	1448
48025	MI	Oakland	Beverly Hills	2561
48840	MI	Ingham	Haslett	1428
98663	WA	Clark	Vancouver	1587
37090	TN	Wilson	Lebanon	1579
92010	CA	San Diego	Carlsbad	2859
94920	CA	Marin	Tiburon	8435
1106	MA	Hampden	Longmeadow	2221
33598	FL	Hillsborough	Wimauma	1501
78737	TX	Travis	Austin	2429
55436	MN	Hennepin	Edina	2240
76309	TX	Wichita	Wichita Falls	732
91203	CA	Los Angeles	Glendale	2478
8107	NJ	Camden	Oaklyn	1523
37618	TN	Sullivan	Bluff City	1022
15238	PA	Allegheny	O'Hara Township	2258
22151	VA	Fairfax	Springfield	2329
99016	WA	Spokane	Spokane Valley	1403
6470	CT	Fairfield	Newtown	2248
13209	NY	Onondaga	Solvay	1226
93631	CA	Fresno	Kingsburg	1331
35757	AL	Madison	Madison	1215
83858	ID	Kootenai	Rathdrum	1279
77029	TX	Harris	Houston	1135
85546	AZ	Graham	Safford	1073
64132	MO	Jackson	Kansas City	722
72117	AR	Pulaski	North Little Rock	685
12308	NY	Schenectady	Schenectady	1243
1907	MA	Essex	Swampscott	2500
54961	WI	Waupaca	New London	1069
2746	MA	Bristol	New Bedford	905
21205	MD	Baltimore City	Baltimore	1163
79415	TX	Lubbock	Lubbock	874
22603	VA	Frederick	Winchester	1408
80534	CO	Weld	Johnstown	1815
76031	TX	Johnson	Cleburne	1189
19508	PA	Berks	Robeson	1300
28023	NC	Rowan	China Grove	1007
48362	MI	Oakland	Orion	1446
92587	CA	Riverside	Canyon Lake	1911
33545	FL	Pasco	Wesley Chapel	1450
28516	NC	Carteret	Beaufort	1090
91902	CA	San Diego	Bonita	2823
76643	TX	McLennan	Hewitt	1330
77510	TX	Galveston	Santa Fe	1602
77554	TX	Galveston	Galveston	1922
92866	CA	Orange	Orange	2862
77591	TX	Galveston	Texas City	1274
94965	CA	Marin	Sausalito	4564
94507	CA	Contra Costa	Alamo	6023
95138	CA	Santa Clara	San Jose	3825
7882	NJ	Warren	Washington Township	1615
37650	TN	Unicoi	Erwin	851
97739	OR	Deschutes	La Pine	1309
33957	FL	Lee	Sanibel	3865
22508	VA	Orange	Locust Grove	1412
29631	SC	Pickens	Clemson	1278
60415	IL	Cook	Chicago Ridge	1400
89445	NV	Humboldt	Winnemucca	1205
81520	CO	Mesa	Clifton	987
2532	MA	Barnstable	Bourne	1799
7005	NJ	Morris	Boonton	2458
32951	FL	Brevard	Melbourne Beach	2040
43545	OH	Henry	Napoleon	1060
4043	ME	York	Town of Kennebunk	1872
20187	VA	Fauquier	Warrenton	2106
35756	AL	Madison	Madison	1246
74104	OK	Tulsa	Tulsa	1016
3064	NH	Hillsborough	Nashua	1851
25309	WV	Kanawha	South Charleston	959
46303	IN	Lake	Cedar Lake	1372
60429	IL	Cook	Hazel Crest	1419
15613	PA	Westmoreland	Washington Township	893
85653	AZ	Pima	Marana	1148
68131	NE	Douglas	Omaha	1130
6357	CT	New London	Niantic	1618
85757	AZ	Pima	Tucson	1098
29560	SC	Florence	Lake City	908
63069	MO	Franklin	Pacific	941
64112	MO	Jackson	Kansas City	1597
19003	PA	Delaware	Ardmore	1909
39701	MS	Lowndes	Columbus	865
74070	OK	Osage	Skiatook	1036
35904	AL	Etowah	Gadsden	774
30011	GA	Barrow	Auburn	1212
