Zip	State	County	City	ZrentValue
30120	GA	Bartow	Cartersville	1087
95821	CA	Sacramento	Arden-Arcade	1593
43201	OH	Franklin	Columbus	1378
92040	CA	San Diego	Lakeside	2371
2149	MA	Middlesex	Everett	2237
92054	CA	San Diego	Oceanside	2497
7036	NJ	Union	Linden	1803
63368	MO	Saint Charles	O Fallon	1661
45342	OH	Montgomery	Miamisburg	1197
60120	IL	Kane	Elgin	1522
32714	FL	Seminole	Altamonte Springs	1272
80909	CO	El Paso	Colorado Springs	1324
55110	MN	Ramsey	White Bear Lake	1563
82001	WY	Laramie	Cheyenne	1232
70769	LA	Ascension	Prairieville	1686
32507	FL	Escambia	Pensacola	1193
75050	TX	Dallas	Grand Prairie	1352
8861	NJ	Middlesex	Perth Amboy	1947
32818	FL	Orange	Pine Hills	1338
33844	FL	Polk	Haines City	1106
38116	TN	Shelby	Memphis	900
60707	IL	Cook	Elmwood Park	1776
11205	NY	Kings	New York	2733
33624	FL	Hillsborough	Greater Carrollwood	1485
80906	CO	El Paso	Colorado Springs	1583
73112	OK	Oklahoma	Oklahoma City	977
32526	FL	Escambia	Pensacola	999
95127	CA	Santa Clara	San Jose	3134
29203	SC	Richland	Columbia	840
22202	VA	Arlington	Arlington	2814
85745	AZ	Pima	Tucson	1166
85051	AZ	Maricopa	Phoenix	1149
90804	CA	Los Angeles	Long Beach	2219
33446	FL	Palm Beach	Delray Beach	1832
76021	TX	Tarrant	Bedford	1742
84010	UT	Davis	Bountiful	1588
32811	FL	Orange	Orlando	1074
33771	FL	Pinellas	Largo	1251
78109	TX	Bexar	Converse	1282
38134	TN	Shelby	Memphis	1099
90745	CA	Los Angeles	Carson	2470
77388	TX	Harris	Spring	1597
70570	LA	Saint Landry	Opelousas	1060
83854	ID	Kootenai	Post Falls	1288
77055	TX	Harris	Houston	1921
95240	CA	San Joaquin	Lodi	1439
85730	AZ	Pima	Tucson	1049
43213	OH	Franklin	Whitehall	931
48188	MI	Wayne	Canton	1725
60540	IL	Du Page	Naperville	2325
77498	TX	Fort Bend	Sugar Land	1638
92506	CA	Riverside	Riverside	2029
88310	NM	Otero	Alamogordo	900
94606	CA	Alameda	Oakland	2841
92660	CA	Orange	Newport Beach	6040
33928	FL	Lee	Estero	2104
61820	IL	Champaign	Champaign	993
30126	GA	Cobb	Mableton	1380
94025	CA	San Mateo	Menlo Park	5363
94107	CA	San Francisco	San Francisco	4344
46060	IN	Hamilton	Noblesville	1339
76502	TX	Bell	Temple	1190
45385	OH	Greene	Xenia	962
95667	CA	El Dorado	Placerville	1747
30680	GA	Barrow	Winder	1180
17042	PA	Lebanon	Lebanon	1114
85704	AZ	Pima	Tucson	1331
60605	IL	Cook	Chicago	1903
33610	FL	Hillsborough	Tampa	1142
21045	MD	Howard	Columbia	2123
27530	NC	Wayne	Goldsboro	867
49503	MI	Kent	Grand Rapids	1250
22901	VA	Albemarle	Charlottesville	1581
49221	MI	Lenawee	Adrian Township	939
36608	AL	Mobile	Mobile	1053
83501	ID	Nez Perce	Lewiston	1211
87031	NM	Valencia	Los Lunas	937
32566	FL	Santa Rosa	Navarre	1358
55423	MN	Hennepin	Richfield	1584
27295	NC	Davidson	Lexington	903
55119	MN	Ramsey	Saint Paul	1431
85033	AZ	Maricopa	Phoenix	1028
90029	CA	Los Angeles	Los Angeles	2937
90815	CA	Los Angeles	Long Beach	2726
95476	CA	Sonoma	Sonoma	2670
97701	OR	Deschutes	Bend	1788
93611	CA	Fresno	Clovis	1543
60563	IL	Du Page	Naperville	1899
95136	CA	Santa Clara	San Jose	3356
98223	WA	Snohomish	Arlington	1862
17050	PA	Cumberland	Hampden Township	1719
89128	NV	Clark	Las Vegas	1205
27516	NC	Orange	Chapel Hill	1769
30519	GA	Gwinnett	Buford	1494
32259	FL	Saint Johns	Fruit Cove	1941
48047	MI	Macomb	Chesterfield	1325
22033	VA	Fairfax	Fairfax	2272
7753	NJ	Monmouth	Neptune	2081
94901	CA	Marin	San Rafael	4333
78574	TX	Hidalgo	Mission	1050
97303	OR	Marion	Keizer	1577
38127	TN	Shelby	Memphis	645
34746	FL	Osceola	Kissimmee	1388
95062	CA	Santa Cruz	Santa Cruz	3084
27127	NC	Forsyth	Winston-Salem	1022
14624	NY	Monroe	Chili	1437
93311	CA	Kern	Bakersfield	1589
49203	MI	Jackson	Jackson	817
27105	NC	Forsyth	Winston-Salem	778
32738	FL	Volusia	Deltona	1174
32034	FL	Nassau	Fernandina Beach	1656
85249	AZ	Maricopa	Chandler	1865
33016	FL	Miami-Dade	Hialeah	1539
77469	TX	Fort Bend	Richmond	1614
71854	AR	Miller	Texarkana	889
63114	MO	Saint Louis	Overland	842
95926	CA	Butte	Chico	1515
20032	DC	District of Columbia	Washington	1906
12601	NY	Dutchess	Town of Poughkeepsie	1638
64133	MO	Jackson	Raytown	945
75044	TX	Dallas	Garland	1522
34786	FL	Orange	Windermere	2311
78217	TX	Bexar	San Antonio	1246
70118	LA	Orleans	New Orleans	1745
46219	IN	Marion	Indianapolis	925
33611	FL	Hillsborough	Tampa	1476
74136	OK	Tulsa	Tulsa	1315
99504	AK	Anchorage	Anchorage	1755
32127	FL	Volusia	Port Orange	1489
72703	AR	Washington	Fayetteville	1319
39047	MS	Rankin	Brandon	1478
77406	TX	Fort Bend	Richmond	1825
19082	PA	Delaware	Upper Darby Township	1148
49508	MI	Kent	Kentwood	1255
38125	TN	Shelby	Memphis	1293
20148	VA	Loudoun	Ashburn	2777
1040	MA	Hampden	Holyoke	1431
33428	FL	Palm Beach	Boca Raton	2047
83642	ID	Ada	Meridian	1311
76522	TX	Coryell	Copperas Cove	841
30134	GA	Douglas	Douglasville	1091
84074	UT	Tooele	Tooele	1318
95111	CA	Santa Clara	San Jose	3167
70808	LA	East Baton Rouge	Baton Rouge	1594
70458	LA	Saint Tammany	Slidell	1318
78413	TX	Nueces	Corpus Christi	1585
84790	UT	Washington	Saint George	1442
2472	MA	Middlesex	Watertown	2406
43017	OH	Franklin	Dublin	2273
87505	NM	Santa Fe	Santa Fe	1630
38671	MS	DeSoto	Southaven	1102
45373	OH	Miami	Troy	938
44105	OH	Cuyahoga	Cleveland	787
7307	NJ	Hudson	Jersey City	2085
78665	TX	Williamson	Round Rock	1672
60644	IL	Cook	Chicago	1415
46203	IN	Marion	Indianapolis	772
62521	IL	Macon	Decatur	857
36301	AL	Houston	Dothan	840
48105	MI	Washtenaw	Ann Arbor	2172
28411	NC	New Hanover	Wilmington	1519
8902	NJ	Middlesex	North Brunswick	2161
80227	CO	Jefferson	Lakewood	1977
50315	IA	Polk	Des Moines	1090
46385	IN	Porter	Valparaiso	1582
91016	CA	Los Angeles	Monrovia	2527
8012	NJ	Gloucester	Washington Township	1698
77060	TX	Harris	Houston	1237
93455	CA	Santa Barbara	Santa Maria	1924
30165	GA	Floyd	Rome	987
93534	CA	Los Angeles	Lancaster	1541
53703	WI	Dane	Madison	1496
10026	NY	New York	New York	3345
8094	NJ	Gloucester	Monroe Township	1662
90291	CA	Los Angeles	Los Angeles	4824
59701	MT	Silver Bow	Butte	810
48310	MI	Macomb	Sterling Heights	1521
97222	OR	Clackamas	Milwaukie	1805
78852	TX	Maverick	Eagle Pass	1144
91320	CA	Ventura	Thousand Oaks	3027
91606	CA	Los Angeles	Los Angeles	2664
8360	NJ	Cumberland	Vineland	1279
12401	NY	Ulster	Kingston	1496
72450	AR	Greene	Paragould	930
60090	IL	Cook	Wheeling	1553
91764	CA	San Bernardino	Ontario	1879
70056	LA	Jefferson	Gretna	1348
7105	NJ	Essex	Newark	1548
20785	MD	Prince Georges	Greater Landover	1691
95762	CA	El Dorado	El Dorado Hills	2735
22801	VA	Harrisonburg City	Harrisonburg	1309
75165	TX	Ellis	Waxahachie	1445
87401	NM	San Juan	Farmington	1079
44512	OH	Mahoning	Boardman	900
60653	IL	Cook	Chicago	1555
53219	WI	Milwaukee	Milwaukee	1184
14225	NY	Erie	Cheektowaga	1197
48126	MI	Wayne	Dearborn	1049
97217	OR	Multnomah	Portland	1956
33172	FL	Miami-Dade	Fountainbleau	1585
53051	WI	Waukesha	Menomonee Falls	1662
89436	NV	Washoe	Sparks	1671
96826	HI	Honolulu	Honolulu	1963
63701	MO	Cape Girardeau	Cape Girardeau	923
2139	MA	Middlesex	Cambridge	2623
27520	NC	Johnston	Clayton	1244
90065	CA	Los Angeles	Los Angeles	2906
83706	ID	Ada	Boise	1247
2130	MA	Suffolk	Boston	2639
76107	TX	Tarrant	Fort Worth	1480
34232	FL	Sarasota	Sarasota	1588
62526	IL	Macon	Decatur	793
92395	CA	San Bernardino	Victorville	1263
30152	GA	Cobb	Kennesaw	1633
30038	GA	Dekalb	Lithonia	1084
60409	IL	Cook	Calumet City	1285
91423	CA	Los Angeles	Los Angeles	3838
70605	LA	Calcasieu	Lake Charles	1595
2138	MA	Middlesex	Cambridge	2607
92025	CA	San Diego	Escondido	2398
85302	AZ	Maricopa	Glendale	1217
97230	OR	Multnomah	Portland	1743
35630	AL	Lauderdale	Florence	716
95050	CA	Santa Clara	Santa Clara	3380
33193	FL	Miami-Dade	Kendall West	1832
33155	FL	Miami-Dade	Coral Terrace	2243
85120	AZ	Pinal	Apache Junction	1043
17403	PA	York	York	1114
33014	FL	Miami-Dade	Hialeah	1808
28115	NC	Iredell	Mooresville	1233
89015	NV	Clark	Henderson	1212
94116	CA	San Francisco	San Francisco	4062
92557	CA	Riverside	Moreno Valley	1738
14612	NY	Monroe	Town of Greece	1442
30228	GA	Henry	Hampton	1153
2920	RI	Providence	Cranston	1575
60302	IL	Cook	Oak Park	2004
92262	CA	Riverside	Palm Springs	1923
32547	FL	Okaloosa	Wright	1194
44146	OH	Cuyahoga	Bedford	1092
70058	LA	Jefferson	Harvey	1301
77096	TX	Harris	Houston	2338
20743	MD	Prince Georges	Coral Hills	1681
23111	VA	Hanover	Mechanicsville	1416
80022	CO	Adams	Commerce City	1700
64801	MO	Jasper	Joplin	732
43065	OH	Delaware	Powell	2246
75060	TX	Dallas	Irving	1425
95928	CA	Butte	Chico	1545
97080	OR	Multnomah	Gresham	1895
77642	TX	Jefferson	Port Arthur	865
70433	LA	Saint Tammany	Covington	1529
89101	NV	Clark	Las Vegas	1012
6040	CT	Hartford	Manchester	1508
94804	CA	Contra Costa	Richmond	2356
30084	GA	Dekalb	Tucker	1408
80126	CO	Douglas	Highlands Ranch	2445
89104	NV	Clark	Las Vegas	1138
92127	CA	San Diego	San Diego	3273
95023	CA	San Benito	Hollister	2353
53218	WI	Milwaukee	Milwaukee	993
59718	MT	Gallatin	Bozeman	1649
86314	AZ	Yavapai	Prescott Valley	1285
30311	GA	Fulton	Atlanta	1036
90262	CA	Los Angeles	Lynwood	2255
92019	CA	San Diego	El Cajon	2459
85226	AZ	Maricopa	Chandler	1459
46037	IN	Hamilton	Fishers	1791
29577	SC	Horry	Myrtle Beach	1025
97224	OR	Washington	Tigard	2045
85295	AZ	Maricopa	Gilbert	1517
40220	KY	Jefferson	Louisville	1344
90069	CA	Los Angeles	West Hollywood	3559
6450	CT	New Haven	Meriden	1404
27704	NC	Durham	Durham	1197
33613	FL	Hillsborough	Lake Magdalene	1231
73170	OK	Oklahoma	Oklahoma City	1340
11217	NY	Kings	New York	2801
11237	NY	Kings	New York	2515
48917	MI	Eaton	Waverly	1151
51503	IA	Pottawattamie	Council Bluffs	1214
90405	CA	Los Angeles	Santa Monica	4778
46224	IN	Marion	Indianapolis	963
90501	CA	Los Angeles	Torrance	2672
8857	NJ	Middlesex	Old Bridge Township	2255
37207	TN	Davidson	Nashville	1402
90723	CA	Los Angeles	Paramount	2164
34653	FL	Pasco	New Port Richey	1045
98382	WA	Clallam	Sequim	1496
11365	NY	Queens	New York	2551
33880	FL	Polk	Winter Haven	1036
91732	CA	Los Angeles	El Monte	2310
40515	KY	Fayette	Lexington	1342
30815	GA	Richmond	Augusta	870
73110	OK	Oklahoma	Midwest City	792
75028	TX	Denton	Flower Mound	2174
36330	AL	Coffee	Enterprise	883
27330	NC	Lee	Sanford	972
32506	FL	Escambia	Pensacola	934
30813	GA	Columbia	Grovetown	1154
60068	IL	Cook	Park Ridge	2240
50317	IA	Polk	Des Moines	1055
33604	FL	Hillsborough	Tampa	1203
14215	NY	Erie	Buffalo	868
98908	WA	Yakima	Yakima	1353
79423	TX	Lubbock	Lubbock	1212
98036	WA	Snohomish	Lynnwood	2194
95126	CA	Santa Clara	San Jose	3249
30019	GA	Gwinnett	Dacula	1517
44145	OH	Cuyahoga	Westlake	1938
78526	TX	Cameron	Brownsville	1055
63304	MO	Saint Charles	Weldon Spring	1648
48601	MI	Saginaw	Saginaw	583
90740	CA	Orange	Seal Beach	3167
60031	IL	Lake	Gurnee	1800
92243	CA	Imperial	El Centro	1132
33147	FL	Miami-Dade	West Little River	1645
30115	GA	Cherokee	Canton	1582
50266	IA	Polk	West Des Moines	1552
48221	MI	Wayne	Detroit	788
99206	WA	Spokane	Spokane Valley	1317
33133	FL	Miami-Dade	Miami	2318
78414	TX	Nueces	Corpus Christi	1653
21208	MD	Baltimore	Pikesville	1729
97305	OR	Marion	Hayesville	1439
60074	IL	Cook	Palatine	1571
30316	GA	Fulton	Atlanta	1476
78749	TX	Travis	Austin	1983
19063	PA	Delaware	Middletown Township	2241
76119	TX	Tarrant	Fort Worth	1148
98026	WA	Snohomish	Edmonds	2269
63119	MO	Saint Louis	Webster Groves	1407
94578	CA	Alameda	San Leandro	2679
23231	VA	Henrico	Henrico	1218
34983	FL	Saint Lucie	Port Saint Lucie	1390
92084	CA	San Diego	Vista	2456
64804	MO	Jasper	Joplin	828
90241	CA	Los Angeles	Downey	2508
84107	UT	Salt Lake	Murray	1408
20110	VA	Prince William	Manassas	1784
31210	GA	Bibb	Macon	1309
46835	IN	Allen	Fort Wayne	1158
32707	FL	Seminole	Casselberry	1378
48154	MI	Wayne	Livonia	1481
90292	CA	Los Angeles	Los Angeles	3990
31313	GA	Liberty	Hinesville	980
11103	NY	Queens	New York	2293
37643	TN	Carter	Elizabethton	914
75126	TX	Kaufman	Forney	1680
90638	CA	Los Angeles	La Mirada	2486
75501	TX	Bowie	Texarkana	871
11367	NY	Queens	New York	2172
33952	FL	Charlotte	Port Charlotte	1291
77035	TX	Harris	Houston	1523
94404	CA	San Mateo	Foster City	4230
94044	CA	San Mateo	Pacifica	3612
48127	MI	Wayne	Dearborn Heights	1131
85086	AZ	Maricopa	Anthem	1751
94040	CA	Santa Clara	Mountain View	4509
70117	LA	Orleans	New Orleans	1273
93726	CA	Fresno	Fresno	1176
30338	GA	Dekalb	Dunwoody	2563
76513	TX	Bell	Belton	1145
80524	CO	Larimer	Fort Collins	1753
85296	AZ	Maricopa	Gilbert	1479
73401	OK	Carter	Ardmore	807
31405	GA	Chatham	Savannah	1211
19115	PA	Philadelphia	Philadelphia	1460
28092	NC	Lincoln	Lincolnton	970
76180	TX	Tarrant	North Richland Hills	1502
70122	LA	Orleans	New Orleans	1371
55407	MN	Hennepin	Minneapolis	1512
80004	CO	Jefferson	Arvada	2011
90266	CA	Los Angeles	Manhattan Beach	7785
48035	MI	Macomb	Clinton Township	1136
38118	TN	Shelby	Memphis	797
86442	AZ	Mohave	Bullhead City	899
33702	FL	Pinellas	Saint Petersburg	1298
75081	TX	Dallas	Richardson	1746
85614	AZ	Pima	Green Valley	1182
28803	NC	Buncombe	Asheville	1452
89030	NV	Clark	North Las Vegas	924
98584	WA	Mason	Shelton	1217
33130	FL	Miami-Dade	Miami	1976
92307	CA	San Bernardino	Apple Valley	1344
90008	CA	Los Angeles	Los Angeles	2927
66212	KS	Johnson	Overland Park	1485
2128	MA	Suffolk	Boston	2390
48239	MI	Wayne	Redford	958
30458	GA	Bulloch	Statesboro	1054
38301	TN	Madison	Jackson	751
77065	TX	Harris	Jersey Village	1504
17404	PA	York	Manchester Township	1068
92840	CA	Orange	Garden Grove	2582
19130	PA	Philadelphia	Philadelphia	1749
33010	FL	Miami-Dade	Hialeah	1921
94123	CA	San Francisco	San Francisco	6429
80247	CO	Denver	Denver	1420
75220	TX	Dallas	Dallas	1668
84047	UT	Salt Lake	Midvale	1409
15206	PA	Allegheny	Pittsburgh	1167
92069	CA	San Diego	San Marcos	2467
91205	CA	Los Angeles	Glendale	2614
91360	CA	Ventura	Thousand Oaks	2992
40272	KY	Jefferson	Louisville	975
8096	NJ	Gloucester	Deptford Township	1606
94523	CA	Contra Costa	Pleasant Hill	2941
97128	OR	Yamhill	McMinnville	1522
53188	WI	Waukesha	Waukesha	1506
78041	TX	Webb	Laredo	1257
43110	OH	Franklin	Columbus	1347
44095	OH	Lake	Eastlake	1122
91604	CA	Los Angeles	Los Angeles	4453
30092	GA	Gwinnett	Peachtree Corners	1895
92505	CA	Riverside	Riverside	1862
93030	CA	Ventura	Oxnard	2452
40229	KY	Bullitt	Hillview	1030
23060	VA	Henrico	Glen Allen	1591
96701	HI	Honolulu	Aiea	2399
91401	CA	Los Angeles	Los Angeles	3245
30102	GA	Cobb	Acworth	1337
83201	ID	Bannock	Pocatello	903
21244	MD	Baltimore	Windsor Mill	1643
34761	FL	Orange	Ocoee	1524
32724	FL	Volusia	Deland	1254
77009	TX	Harris	Houston	1508
22015	VA	Fairfax	Burke	2417
92649	CA	Orange	Huntington Beach	3104
59405	MT	Cascade	Great Falls	1182
91767	CA	Los Angeles	Pomona	2093
80203	CO	Denver	Denver	1648
86004	AZ	Coconino	Flagstaff	1768
38018	TN	Shelby	Memphis	1320
92705	CA	Orange	North Tustin	3453
28625	NC	Iredell	Statesville	979
18704	PA	Luzerne	Kingston	911
33135	FL	Miami-Dade	Miami	1901
15401	PA	Fayette	Uniontown	938
40207	KY	Jefferson	Saint Matthews	1711
80228	CO	Jefferson	Lakewood	2125
28208	NC	Mecklenburg	Charlotte	944
89523	NV	Washoe	Reno	1743
93940	CA	Monterey	Monterey	2686
98056	WA	King	Renton	2298
90403	CA	Los Angeles	Santa Monica	4453
92308	CA	San Bernardino	Apple Valley	1235
63146	MO	Saint Louis	Creve Coeur	1431
75075	TX	Collin	Plano	1911
33707	FL	Pinellas	Gulfport	1342
3103	NH	Hillsborough	Manchester	1428
29209	SC	Richland	Columbia	1101
94551	CA	Alameda	Livermore	2922
30294	GA	Dekalb	Conley	1134
92373	CA	San Bernardino	Redlands	2130
20016	DC	District of Columbia	Washington	3828
75154	TX	Dallas	Glenn Heights	1562
1760	MA	Middlesex	Natick	2593
90505	CA	Los Angeles	Torrance	3426
98198	WA	King	Des Moines	1929
23831	VA	Chesterfield	Chester	1387
34205	FL	Manatee	Bradenton	1355
89102	NV	Clark	Las Vegas	1171
92821	CA	Orange	Brea	2934
95991	CA	Sutter	Yuba City	1307
12901	NY	Clinton	Town of Plattsburgh	1518
28607	NC	Watauga	Boone	1290
55330	MN	Sherburne	Elk River	1544
89032	NV	Clark	North Las Vegas	1184
37214	TN	Davidson	Nashville	1448
28273	NC	Mecklenburg	Charlotte	1343
21014	MD	Harford	Bel Air	1796
53154	WI	Milwaukee	Oak Creek	1199
33710	FL	Pinellas	Saint Petersburg	1345
88240	NM	Lea	Hobbs	978
55987	MN	Winona	Winona	1203
43221	OH	Franklin	Upper Arlington	1896
68104	NE	Douglas	Omaha	1017
90808	CA	Los Angeles	Long Beach	2701
94103	CA	San Francisco	San Francisco	4133
17013	PA	Cumberland	Carlisle	1184
72758	AR	Benton	Rogers	1261
48423	MI	Genesee	Davison	1146
30701	GA	Gordon	Calhoun	1056
55082	MN	Washington	Stillwater	1897
15001	PA	Beaver	Hopewell Township	1065
85035	AZ	Maricopa	Phoenix	1021
47403	IN	Monroe	Bloomington	1146
33881	FL	Polk	Winter Haven	966
21217	MD	Baltimore City	Baltimore	1193
10035	NY	New York	New York	2928
77338	TX	Harris	Humble	1345
18018	PA	Northampton	Bethlehem	1303
8302	NJ	Cumberland	Bridgeton	1229
37919	TN	Knox	Knoxville	1519
29063	SC	Richland	Irmo	1206
63385	MO	Saint Charles	Wentzville	1576
95833	CA	Sacramento	Sacramento	1538
30252	GA	Henry	McDonough	1331
32209	FL	Duval	Jacksonville	788
88001	NM	Dona Ana	Las Cruces	838
44121	OH	Cuyahoga	South Euclid	1097
80021	CO	Adams	Westminster	1959
43147	OH	Fairfield	Pickerington	1606
60047	IL	Lake	Lake Zurich	2509
95691	CA	Yolo	West Sacramento	1767
33401	FL	Palm Beach	West Palm Beach	1615
60103	IL	Du Page	Bartlett	1915
60030	IL	Lake	Grayslake	1623
8901	NJ	Middlesex	New Brunswick	2028
60137	IL	Du Page	Glen Ellyn	2227
43614	OH	Lucas	Toledo	1038
80128	CO	Jefferson	Ken Caryl	2008
95843	CA	Sacramento	Sacramento	1657
18966	PA	Bucks	Northampton Township	2108
6106	CT	Hartford	Hartford	1290
29605	SC	Greenville	Greenville	1156
98366	WA	Kitsap	Port Orchard	1503
26508	WV	Monongalia	Cheat Lake	1499
33756	FL	Pinellas	Clearwater	1352
17112	PA	Dauphin	Lower Paxton	1435
30305	GA	Fulton	Atlanta	2694
84123	UT	Salt Lake	Taylorsville	1457
55369	MN	Hennepin	Maple Grove	1670
48224	MI	Wayne	Detroit	745
95129	CA	Santa Clara	San Jose	3849
10075	NY	New York	New York	3420
33140	FL	Miami-Dade	Miami Beach	2432
11102	NY	Queens	New York	2277
99352	WA	Benton	Richland	1607
21060	MD	Anne Arundel	Glen Burnie	1721
46260	IN	Marion	Indianapolis	1288
20120	VA	Fairfax	Centreville	2208
27217	NC	Alamance	Burlington	788
87144	NM	Sandoval	Rio Rancho	1205
40391	KY	Clark	Winchester	970
1604	MA	Worcester	Worcester	1430
47714	IN	Vanderburgh	Evansville	753
35226	AL	Jefferson	Hoover	1667
10583	NY	Westchester	Scarsdale	5494
45503	OH	Clark	Springfield	793
71360	LA	Rapides	Pineville	1125
21403	MD	Anne Arundel	Annapolis	2124
28405	NC	New Hanover	Wilmington	1259
30033	GA	Dekalb	North Decatur	1763
52240	IA	Johnson	Iowa City	1431
8844	NJ	Somerset	Hillsborough	2360
78006	TX	Kendall	Boerne	2157
75013	TX	Collin	Allen	2509
31406	GA	Chatham	Savannah	1203
17011	PA	Cumberland	Lower Allen Township	1403
94583	CA	Contra Costa	San Ramon	3417
91387	CA	Los Angeles	Santa Clarita	2621
94582	CA	Contra Costa	San Ramon	4037
98502	WA	Thurston	Olympia	1627
11101	NY	Queens	New York	2614
92058	CA	San Diego	Oceanside	2282
77471	TX	Fort Bend	Rosenberg	1426
92102	CA	San Diego	San Diego	2218
72023	AR	Lonoke	Cabot	1067
80205	CO	Denver	Denver	2049
28303	NC	Cumberland	Fayetteville	850
34285	FL	Sarasota	Venice	2213
78744	TX	Travis	Austin	1489
63125	MO	Saint Louis	Lemay	1019
85718	AZ	Pima	Catalina Foothills	2215
50265	IA	Polk	West Des Moines	1532
98006	WA	King	Bellevue	3016
85210	AZ	Maricopa	Mesa	1186
2446	MA	Norfolk	Brookline	2840
2184	MA	Norfolk	Braintree	2449
53066	WI	Waukesha	Town of Oconomowoc	1938
38002	TN	Shelby	Lakeland	1616
66614	KS	Shawnee	Topeka	1188
32824	FL	Orange	Orlando	1464
1702	MA	Middlesex	Framingham	2099
33018	FL	Miami-Dade	Hialeah	2042
10950	NY	Orange	Town of Monroe	1971
91913	CA	San Diego	Chula Vista	2570
88220	NM	Eddy	Carlsbad	1130
30269	GA	Fayette	Peachtree City	2025
99507	AK	Anchorage	Anchorage	1926
8332	NJ	Cumberland	Millville	1212
98087	WA	Snohomish	Picnic Point-North Lynnwood	2057
7017	NJ	Essex	East Orange	1472
77006	TX	Harris	Houston	2122
66048	KS	Leavenworth	Leavenworth	1083
23503	VA	Norfolk City	Norfolk	1236
77092	TX	Harris	Houston	1447
21157	MD	Carroll	Westminster	1758
12590	NY	Dutchess	Wappinger	1949
60202	IL	Cook	Evanston	1762
22980	VA	Waynesboro City	Waynesboro	1177
97526	OR	Josephine	Grants Pass	1225
17402	PA	York	York Township	1329
31602	GA	Lowndes	Valdosta	926
33309	FL	Broward	Oakland Park	1541
80916	CO	El Paso	Colorado Springs	1256
95307	CA	Stanislaus	Ceres	1363
92584	CA	Riverside	Menifee	1947
89506	NV	Washoe	Reno	1386
77520	TX	Harris	Baytown	1248
77074	TX	Harris	Houston	1342
93612	CA	Fresno	Clovis	1234
11231	NY	Kings	New York	2823
32114	FL	Volusia	Daytona Beach	1068
10301	NY	Richmond	New York	2117
89431	NV	Washoe	Sparks	1271
13126	NY	Oswego	Town of Oswego	1224
30223	GA	Spalding	Griffin	822
98155	WA	King	Shoreline	2282
13027	NY	Onondaga	Lysander	1522
23235	VA	Chesterfield	Bon Air	1407
50010	IA	Story	Ames	1308
83815	ID	Kootenai	Coeur d'Alene	1334
29461	SC	Berkeley	Moncks Corner	1410
1545	MA	Worcester	Shrewsbury	2089
19958	DE	Sussex	Lewes	1515
72120	AR	Pulaski	Sherwood	1069
20814	MD	Montgomery	Bethesda	2753
37363	TN	Hamilton	Ooltewah	1658
78418	TX	Nueces	Corpus Christi	1542
84106	UT	Salt Lake	Salt Lake City	1513
28348	NC	Cumberland	Hope Mills	937
78586	TX	Cameron	San Benito	806
85042	AZ	Maricopa	Phoenix	1223
19709	DE	New Castle	Middletown	1830
85037	AZ	Maricopa	Phoenix	1110
97527	OR	Josephine	Grants Pass	1320
84120	UT	Salt Lake	West Valley City	1407
16101	PA	Lawrence	New Castle	658
71106	LA	Caddo	Shreveport	1106
51501	IA	Pottawattamie	Council Bluffs	932
27534	NC	Wayne	Goldsboro	1074
76210	TX	Denton	Denton	1719
48186	MI	Wayne	Westland	1052
1852	MA	Middlesex	Lowell	1961
7060	NJ	Union	Plainfield	2084
31904	GA	Muscogee	Columbus	833
62234	IL	Madison	Collinsville	964
8807	NJ	Somerset	Bridgewater	2479
20003	DC	District of Columbia	Washington	2974
28214	NC	Mecklenburg	Charlotte	1174
44004	OH	Ashtabula	Ashtabula	860
60564	IL	Du Page	Naperville	2985
78218	TX	Bexar	San Antonio	1160
72143	AR	White	Searcy	988
3104	NH	Hillsborough	Manchester	1694
32812	FL	Orange	Orlando	1465
21784	MD	Carroll	Sykesville	2016
75069	TX	Collin	McKinney	1700
95973	CA	Butte	Chico	1589
77054	TX	Harris	Houston	1257
96792	HI	Honolulu	Waianae	2040
30087	GA	Dekalb	Stone Mountain	1379
34957	FL	Saint Lucie	Hutchinson Island South	1737
85233	AZ	Maricopa	Gilbert	1464
63109	MO	Saint Louis City	Saint Louis	1134
63010	MO	Jefferson	Arnold	1130
27104	NC	Forsyth	Winston-Salem	1312
43613	OH	Lucas	Toledo	887
15212	PA	Allegheny	Pittsburgh	959
80221	CO	Adams	Sherrelwood	1745
54901	WI	Winnebago	Oshkosh	986
91748	CA	Los Angeles	Rowland Heights	2513
97478	OR	Lane	Springfield	1266
53212	WI	Milwaukee	Milwaukee	877
46112	IN	Hendricks	Brownsburg	1312
53186	WI	Waukesha	Waukesha	1337
95128	CA	Santa Clara	San Jose	3300
44266	OH	Portage	Ravenna	1086
90035	CA	Los Angeles	Los Angeles	4037
11590	NY	Nassau	Westbury	2958
44601	OH	Stark	Alliance	774
24540	VA	Danville City	Danville	903
84020	UT	Salt Lake	Draper	1985
83401	ID	Bonneville	Idaho Falls	1009
58078	ND	Cass	West Fargo	1371
32250	FL	Duval	Jacksonville Beach	1818
33573	FL	Hillsborough	Sun City Center	1313
80226	CO	Jefferson	Lakewood	1913
27502	NC	Wake	Apex	1628
21042	MD	Howard	Ellicott City	2900
80003	CO	Jefferson	Arvada	1919
28358	NC	Robeson	Lumberton	801
80031	CO	Adams	Westminster	1874
34491	FL	Marion	Summerfield	1208
44221	OH	Summit	Cuyahoga Falls	980
78154	TX	Guadalupe	Schertz	1489
