Zip	NoReturns	SingleReturns	UnempComp	StudentLoanDeductions	TaxableIncome
47940	120	50	0	0	4945
47942	40	0	0	0	1685
47943	70	30	0	39	2654
47944	220	70	0	36	8895
47946	160	30	0	22	6002
47948	90	40	0	32	3665
47949	80	30	0	44	3106
47950	60	0	0	0	2330
47951	140	50	0	38	5605
47952	180	50	81	25	7606
47954	160	60	0	22	6333
47955	80	30	0	45	3204
47957	110	20	82	35	4278
47959	170	30	0	0	6484
47960	1030	280	295	99	41196
47963	160	40	122	26	6131
47967	60	0	0	30	2335
47968	70	40	0	0	2646
47970	140	20	0	46	5111
47971	130	40	0	26	5282
47974	90	40	133	23	3823
47975	60	30	0	0	2420
47977	160	30	0	24	6015
47978	720	180	202	97	27549
47980	90	30	0	0	3658
47981	70	20	0	29	2717
47987	250	80	158	0	9936
47989	90	30	0	0	3447
47990	140	50	0	23	5464
47991	80	30	0	0	3048
47992	120	40	0	0	5145
47993	300	70	123	28	11717
47994	50	0	0	0	1762
47995	130	40	0	0	5061
99999	3650	1330	865	180	147820
0	219670	70880	70097	40637	8808949
50001	40	0	0	0	1481
50002	110	40	0	40	4527
50003	440	130	108	101	17640
50005	50	0	0	0	2015
50006	130	60	115	29	5225
50007	30	20	0	0	1375
50008	60	0	0	0	2139
50009	1330	450	401	281	52781
50010	1880	810	213	561	77653
50014	1010	480	175	358	41758
50020	100	40	0	0	4004
50021	1880	800	574	563	76509
50022	630	150	234	97	24657
50023	2280	890	583	730	91498
50025	230	50	98	34	9037
50026	50	0	0	0	1767
50027	40	0	0	0	2020
50028	130	50	0	43	5040
50029	60	0	0	27	2457
50034	40	0	0	0	1322
50035	510	140	250	152	19879
50036	1310	400	268	281	52117
50038	40	0	0	0	2626
50039	50	0	0	0	2293
50042	30	0	0	0	1150
50044	80	20	0	0	2969
50046	140	60	170	28	5582
50047	450	130	297	81	17991
50048	60	20	0	0	2339
50049	430	120	143	57	16751
50050	60	0	0	0	2387
50051	30	0	0	0	1073
50054	270	80	124	48	11143
50055	70	30	0	0	2709
50056	130	60	0	0	5364
50058	140	60	0	27	5372
50060	180	40	0	31	7019
50061	90	40	0	19	3584
50062	60	0	0	22	2297
50063	200	70	0	32	8079
50065	20	0	0	0	827
50066	20	0	0	0	773
50067	30	0	0	0	1386
50068	30	0	0	0	1023
50069	90	40	0	24	3445
50070	110	30	0	0	4106
50071	80	30	0	42	2920
50072	190	60	0	29	7496
50073	110	60	0	46	4381
50074	50	0	0	0	2165
50075	70	0	0	33	2692
50076	110	50	0	39	3909
50103	30	0	0	0	1146
50105	100	30	0	24	4042
50106	100	30	0	0	3732
50107	60	30	0	0	2646
50108	30	0	0	0	1227
50109	180	90	0	56	7172
50111	880	340	228	232	35676
50112	740	240	212	161	29624
50115	200	60	0	27	7965
50116	20	0	0	0	994
50118	80	20	0	27	3110
50119	50	0	0	0	2091
50120	0	0	0	0	0
50122	110	30	0	25	4206
50123	50	20	0	0	1953
50124	240	60	0	78	9484
50125	1430	430	472	268	55628
50126	480	160	116	64	18461
50128	30	0	0	0	1256
50129	370	100	155	59	14635
50130	130	60	0	45	5322
50131	1230	570	375	319	51513
50132	30	0	0	0	1038
50133	40	0	0	0	1392
50134	40	20	0	0	1750
50135	130	40	130	23	4975
50136	50	0	0	0	1818
50138	890	250	276	126	35572
50139	120	40	0	0	4815
50140	120	30	0	27	4583
50141	40	0	0	0	1554
50143	40	0	0	35	1486
50144	150	40	109	25	6003
50146	30	0	0	0	1137
50147	30	0	0	0	1059
50148	30	0	0	0	1032
50149	60	0	187	0	2409
50150	70	20	85	0	2668
50151	50	20	0	0	2005
50153	70	0	0	0	2637
50154	50	30	0	0	1971
50155	0	0	0	0	0
50156	360	110	121	59	14777
50157	70	20	0	0	2794
50158	2100	550	1139	259	80802
50161	130	40	0	29	5315
50162	80	40	0	0	3151
50164	50	20	0	16	1768
50166	120	30	208	23	4654
50167	70	0	0	27	2732
50168	60	20	0	0	2245
50169	220	60	125	50	8569
50170	240	80	123	26	9478
50171	170	50	72	0	6907
50173	40	0	0	0	1735
50174	100	20	101	0	3742
50201	670	190	255	182	26844
50206	40	0	0	0	1467
50207	210	50	116	33	8271
50208	1450	430	558	255	57412
50210	140	40	139	0	5412
50211	940	300	318	243	38277
50212	250	80	85	52	9995
50213	440	90	112	84	17113
50214	60	30	0	0	2392
50216	200	50	117	35	7526
50217	50	0	0	0	1966
50219	980	290	134	238	38388
50220	590	110	228	84	21687
50222	50	20	0	0	2060
50223	40	0	0	0	2004
50225	220	60	0	58	8846
50226	330	120	0	98	13095
50228	190	40	89	34	7455
50229	70	40	0	31	2606
50230	90	30	0	0	3279
50232	30	0	0	0	1375
50233	100	40	140	0	4076
50234	50	30	0	0	1951
50235	30	0	0	0	1362
50236	130	40	0	53	5139
50237	210	50	77	30	8229
50238	80	20	0	20	3120
50240	170	40	0	24	6601
50242	30	0	0	0	1187
50244	130	50	142	39	5031
50246	50	20	0	0	1936
50247	170	50	0	18	6607
50248	340	100	174	48	13347
50249	110	40	0	22	4051
50250	170	40	112	28	6519
50251	130	40	0	55	5035
50252	40	0	0	0	1399
50254	40	0	0	0	2203
50256	50	0	0	0	2065
50257	80	30	0	0	2953
50258	50	20	0	0	2125
50261	140	30	0	24	5135
50262	40	0	0	0	1443
50263	1140	490	232	345	46843
50264	40	0	0	0	1745
50265	2530	1180	712	701	104877
50266	2470	1430	434	759	106657
50268	70	0	0	0	2635
50271	70	0	0	0	2462
50273	580	160	322	127	22534
50274	40	0	0	0	1318
50275	40	0	0	0	1786
50276	190	70	0	29	7909
50277	40	0	0	0	1621
50278	80	30	0	54	3197
50309	510	400	85	268	23544
50310	2790	1290	782	785	115571
50311	930	460	272	292	38001
50312	1130	620	223	330	47661
50313	1190	400	482	189	47796
50314	430	180	176	127	16726
50315	2570	870	1003	438	102175
50316	920	320	504	131	35828
50317	2780	940	1214	413	110830
50320	1360	440	533	269	53085
50321	460	200	188	94	18733
50322	2520	1090	690	495	102961
50323	580	250	149	97	23347
50324	460	240	91	117	18906
50325	930	420	175	183	37196
50327	830	280	254	179	33083
50401	2000	610	619	291	80474
50420	30	0	0	0	1216
50421	270	80	152	45	10548
50423	240	60	64	33	9461
50424	120	30	0	29	4740
50428	680	210	166	134	26859
50430	30	0	0	0	1215
50433	30	0	0	0	1560
50434	40	0	0	0	1484
50435	40	0	0	33	1721
50436	430	100	88	88	17079
50438	340	70	93	58	13103
50439	40	0	0	0	2493
50440	40	20	0	0	1438
50441	360	90	199	57	14167
50444	40	0	0	0	1387
50446	60	0	0	0	2192
50447	80	30	0	27	3142
50448	50	0	0	0	1951
50449	70	20	0	0	2403
50450	230	80	86	29	8919
50451	20	0	0	0	922
50452	60	20	0	0	2282
50453	50	20	0	0	1959
50455	20	0	0	0	952
50456	130	40	0	0	4973
50457	40	0	0	0	2061
50458	150	50	92	33	6083
50459	240	70	137	39	9432
50460	30	0	0	0	1514
50461	450	110	87	73	17831
50464	50	0	0	0	1925
50466	100	30	0	0	3914
50468	140	50	0	23	5673
50469	130	50	135	0	4922
50470	0	0	0	0	0
50471	50	20	0	0	2066
50472	170	50	0	0	6597
50473	0	0	0	0	0
50475	160	40	0	28	5984
50476	40	20	0	0	1600
50477	20	0	0	0	793
50478	60	30	0	0	2601
50479	50	30	0	33	1888
50480	80	40	0	26	3411
50482	70	20	0	46	2820
50483	50	20	0	0	1996
50484	40	0	0	0	1479
50501	1850	660	571	299	75279
50510	80	40	0	29	2874
50511	560	150	183	101	21994
50514	130	50	0	44	4932
50515	0	0	0	0	0
50516	80	30	0	33	3012
50517	90	40	0	26	3342
50518	40	0	0	0	1916
50519	40	20	0	0	1627
50522	60	20	0	22	2296
50523	50	20	0	0	1955
50524	40	20	0	36	1625
50525	250	70	134	43	10034
50528	30	0	0	0	1305
50529	70	20	0	18	2620
50530	90	30	0	27	3286
50531	20	0	0	0	875
50532	70	30	0	24	2990
50533	270	90	88	45	10542
50535	70	30	0	24	2659
50536	310	80	131	64	12022
50538	40	0	0	0	1685
50539	40	0	0	0	1483
50540	70	30	0	32	2789
50541	60	20	0	30	2400
50542	60	30	0	0	2298
50543	130	60	0	23	4961
50544	40	0	0	0	1605
50545	0	0	0	0	0
50546	50	0	0	0	2322
50548	410	100	120	77	15912
50554	120	50	0	29	4732
50556	30	0	0	0	1349
50557	80	40	0	42	3136
50558	50	0	0	0	1728
50559	30	0	0	0	1373
50560	40	20	0	0	1242
50561	40	0	0	0	1711
50562	40	0	0	0	1428
50563	220	50	118	37	8648
50565	50	0	0	0	2258
50566	60	0	0	0	2575
50567	0	0	0	0	0
50568	120	40	0	26	4361
50569	70	20	89	0	2882
50571	40	0	0	0	2192
50574	150	50	0	21	5716
50575	70	40	0	20	2962
50576	50	0	0	0	2251
50577	30	0	0	0	1012
50578	50	20	0	0	1721
50579	190	40	0	35	7478
50581	60	20	0	0	2276
50583	240	70	150	32	9179
50585	100	40	0	28	3617
50586	20	0	0	0	871
50588	830	190	187	89	31361
50590	60	30	0	27	2401
50591	30	0	0	0	1075
50594	30	0	0	0	993
50595	630	180	234	131	24872
50597	110	40	0	0	4445
50598	100	20	0	25	3672
50599	30	20	0	0	1341
50601	200	50	121	23	7891
50602	150	50	115	16	5690
50603	40	0	0	0	1388
50604	170	50	0	32	6422
50606	70	20	0	23	2685
50607	40	0	0	0	1547
50609	40	20	0	0	1658
50611	20	0	0	0	976
50612	20	0	0	0	863
50613	2540	1020	588	679	104805
50616	730	200	296	99	28391
50619	190	50	112	24	7301
50621	110	30	0	0	4221
50622	240	70	62	29	9827
50624	130	40	0	23	5192
50625	80	20	0	38	3081
50626	140	50	0	0	5614
50627	210	70	71	33	8419
50628	100	0	0	0	3736
50629	150	30	54	24	5904
50630	140	40	81	0	5419
50632	90	40	0	49	3499
50633	50	0	0	0	2185
50635	120	40	102	20	4776
50636	160	50	237	24	6406
50638	280	70	90	49	10983
50641	100	40	95	21	3827
50642	40	0	0	36	1727
50643	200	60	99	26	8027
50644	700	210	266	122	27875
50645	90	30	186	0	3548
50647	160	40	0	20	6446
50648	320	90	117	69	12945
50650	70	30	0	0	2458
50651	290	90	140	52	11812
50653	50	20	0	0	2068
50654	30	0	0	0	1142
50655	60	0	0	0	2201
50658	210	60	166	61	7983
50659	400	120	129	55	16324
50660	110	30	82	0	4272
50662	460	120	184	73	18501
50665	250	70	84	41	9923
50666	90	30	149	0	3458
50667	70	40	0	0	3043
50668	120	50	58	18	4740
50669	180	50	115	39	7090
50670	180	30	0	37	6992
50671	30	0	0	0	1071
50672	50	0	0	0	1823
50674	290	80	131	47	11210
50675	190	50	0	29	7551
50676	160	60	57	32	6285
50677	890	260	207	181	35713
50680	100	40	0	16	4052
50681	40	0	0	0	1449
50682	110	40	167	0	4289
50701	2200	840	825	508	90519
50702	1600	550	690	313	63690
50703	1040	320	592	139	41688
50707	600	180	340	98	24620
50801	630	160	243	102	24491
50830	130	30	131	28	4951
50833	180	50	0	28	6969
50836	20	0	0	0	0
50837	20	0	0	0	930
50840	30	0	0	0	1022
50841	200	40	76	26	7793
50843	30	0	0	0	1045
50845	40	0	0	0	1523
50846	100	40	61	25	4024
50848	20	0	0	0	1051
50849	210	60	78	55	8187
50851	130	30	0	0	4838
50853	50	0	0	0	1974
50854	150	40	96	25	5998
50857	20	0	0	0	0
50858	70	0	0	0	2902
50859	40	0	0	0	1396
50860	0	0	0	0	0
50861	30	0	0	0	1782
50864	140	50	0	27	5413
51001	170	60	98	33	6755
51002	210	40	124	42	8012
51003	140	20	0	41	5179
51004	100	40	0	31	3888
51005	120	30	0	26	4734
51006	80	30	0	0	3301
51007	50	30	0	0	1900
51010	40	0	0	0	1565
51012	460	120	243	65	18250
51014	40	20	0	0	1554
51016	90	40	0	29	3698
51018	30	0	0	0	1247
51019	50	30	0	0	2113
51020	40	0	0	0	1373
51022	60	20	0	0	2479
51023	240	40	195	40	8737
51024	150	50	117	29	6314
51025	180	80	0	20	7198
51026	60	20	0	24	2584
51027	100	40	0	0	3768
51028	160	50	0	28	6057
51029	20	0	0	0	889
51030	120	30	0	0	4600
51031	950	270	278	171	37557
51033	40	20	0	0	1746
51034	140	30	0	27	5315
51035	130	30	0	0	5343
51036	60	0	0	0	2102
51037	40	0	0	0	1985
51038	160	60	100	28	6576
51039	180	50	0	36	7400
51040	230	80	196	33	8906
51041	510	90	107	131	18694
51044	30	0	0	0	2036
51046	140	30	0	32	5367
51047	50	0	0	26	1912
51048	40	20	0	0	1696
51049	40	0	0	0	1485
51050	230	80	0	42	9003
51052	80	40	0	0	3222
51053	90	40	0	43	3534
51054	320	90	145	28	12825
51055	120	40	0	0	4867
51056	60	0	0	0	2704
51058	90	40	0	0	3638
51060	60	30	0	0	2047
51061	30	0	0	0	1218
51062	30	0	0	0	1223
51063	70	20	0	25	2972
51101	40	30	0	0	4624
51103	960	230	367	126	37047
51104	1500	490	452	337	60185
51105	430	90	197	24	16015
51106	1990	610	729	413	79147
51108	380	100	112	60	15100
51109	220	70	93	23	8760
51201	450	120	163	83	17633
51230	30	0	0	0	1161
51231	20	0	0	0	848
51232	80	20	0	0	2878
51234	110	20	0	39	4119
51235	110	0	0	20	3910
51237	140	50	0	36	5349
51238	120	0	0	50	4241
51239	270	70	0	40	9710
51240	130	30	0	27	4560
51241	150	50	0	36	5713
51243	70	0	0	18	2638
51245	100	40	0	0	3999
51246	270	70	141	63	10144
51247	350	60	196	50	12516
51248	160	30	0	15	5702
51249	300	80	102	37	11559
51250	600	110	227	141	21777
51301	920	220	232	179	36234
51331	100	30	82	29	3929
51333	40	0	0	0	1473
51334	490	110	214	81	19248
51338	80	30	99	30	2960
51342	90	30	0	39	3351
51343	20	0	0	0	828
51345	20	0	0	0	909
51346	170	50	64	31	6754
51347	120	50	133	27	4755
51350	40	0	0	0	1417
51351	340	80	181	74	13311
51354	100	30	0	22	3938
51355	80	40	0	44	3340
51357	60	20	0	18	2150
51358	100	40	68	29	3724
51360	580	180	182	120	23199
51364	60	0	0	0	2280
51365	30	0	0	0	1134
51366	40	0	0	0	2161
51401	880	230	187	169	34538
51430	80	20	0	0	3012
51431	30	0	0	0	942
51433	50	0	0	0	1723
51436	90	30	0	28	3347
51439	70	30	0	0	2506
51440	40	0	0	0	1368
51441	40	0	0	0	1719
51442	660	190	235	51	24560
51443	150	50	0	17	5985
51445	210	60	108	26	8163
51446	40	0	0	0	1698
51448	40	0	0	0	1657
51449	150	30	0	0	5813
51450	130	40	0	34	5207
51453	60	30	0	0	2234
51454	110	30	0	35	4103
51455	160	40	0	19	6205
51458	120	30	0	0	4381
51461	90	20	0	0	3486
51462	80	30	0	28	3024
51463	50	20	0	0	2023
51465	70	20	0	0	2568
51466	80	30	0	43	2983
51467	60	30	0	0	2110
51501	2270	690	840	318	88679
51503	2490	920	563	407	99807
51510	200	70	97	0	7690
51521	160	50	92	30	6301
51523	30	0	0	0	948
51525	90	40	0	0	3512
51526	130	70	198	0	5218
51527	50	0	0	0	1935
51528	70	20	0	18	2696
51529	130	30	0	0	5058
51530	60	20	0	32	2231
51531	60	30	0	0	2289
51532	50	0	0	31	1989
51533	70	30	0	39	2746
51534	590	180	0	107	23026
51535	140	60	0	26	5518
51536	30	0	0	0	1275
51537	480	140	135	83	19371
51540	30	0	0	0	1002
51541	30	0	0	0	1215
51542	80	20	0	27	2966
51543	40	0	0	0	1487
51544	70	0	0	0	2722
51545	40	0	0	0	2560
51546	210	50	0	28	8259
51548	40	20	0	0	1530
51549	40	0	0	0	1394
51551	140	40	0	23	5815
51552	30	0	0	0	1030
51553	60	30	0	0	2337
51555	380	100	131	45	15169
51556	30	0	0	0	1191
51557	70	30	0	37	2640
51558	60	0	0	0	2558
51559	150	50	0	17	5754
51560	160	40	0	31	6201
51561	110	50	131	0	4072
51562	40	20	0	0	1800
51563	50	0	0	0	1897
51564	30	0	0	0	1373
51565	60	30	0	31	2240
51566	440	130	93	78	17821
51570	80	40	0	33	3539
51571	30	0	0	0	1343
51572	30	0	0	0	1075
51573	90	30	0	0	3507
51575	130	40	0	22	5029
51576	120	30	117	22	5022
51577	80	30	0	25	3076
51579	180	40	0	38	6853
51601	410	130	124	77	16342
51631	50	0	0	0	2473
51632	450	120	155	92	17708
51636	40	0	0	0	1711
51638	100	40	0	0	3822
51639	80	40	0	39	3290
51640	100	20	0	33	3769
51645	20	0	0	0	872
51646	70	20	0	33	2699
51649	30	0	0	0	1331
51650	30	0	0	0	1070
51652	120	50	0	25	4875
51653	100	30	0	0	3756
51654	50	0	0	0	2284
52001	2800	910	1099	708	113387
52002	1220	380	294	248	49255
52003	980	310	322	176	39800
52031	360	110	148	45	14321
52032	120	40	0	0	4676
52033	280	70	187	37	10932
52035	90	30	102	18	3656
52037	100	40	122	32	3918
52038	40	0	0	0	1382
52039	90	40	91	0	3629
52040	470	130	173	59	18454
52041	140	40	70	0	5318
52042	130	40	90	35	4871
52043	200	50	91	30	7952
52045	210	50	223	43	8235
52046	180	50	131	20	7020
52047	40	0	0	0	1597
52048	30	0	0	0	1195
52049	110	60	58	27	4420
52050	60	0	0	0	2385
52052	220	50	142	19	8851
52053	90	20	68	21	3347
52054	90	30	158	16	3408
52057	640	170	152	95	24867
52060	600	160	322	80	23816
52064	70	30	0	0	2958
52065	80	20	123	24	2906
52068	250	60	54	38	9885
52069	150	40	0	14	6253
52070	80	40	79	0	3227
52072	40	0	0	0	1391
52073	130	40	0	0	5195
52074	30	0	0	0	1082
52076	170	50	131	23	6552
52077	30	0	0	0	1256
52078	70	0	131	33	2795
52079	70	30	159	0	2638
52101	950	280	415	157	37281
52132	150	50	197	28	5860
52133	40	0	0	0	1624
52134	20	0	0	0	793
52135	70	20	0	29	2632
52136	460	120	182	79	17691
52140	40	0	0	0	1308
52141	110	40	142	0	4093
52142	100	40	0	51	4019
52144	110	40	137	43	4192
52146	80	30	0	0	3081
52147	90	0	71	23	3264
52151	150	40	174	0	5908
52154	90	30	0	31	3702
52155	90	40	0	0	3486
52156	60	0	0	0	2368
52157	130	50	97	0	4893
52159	190	50	0	32	7339
52160	60	30	82	0	2485
52161	140	40	141	41	5215
52162	200	30	247	21	7232
52165	90	30	0	23	3280
52169	30	0	0	0	1119
52170	40	0	0	0	1621
52171	70	30	0	19	2664
52172	450	110	308	78	17644
52175	290	70	129	59	11159
52201	110	30	90	0	4378
52202	80	30	0	0	3266
52203	150	40	0	25	6077
52205	570	150	202	71	22940
52206	140	40	0	25	5764
52207	40	0	0	0	1577
52208	240	90	142	40	9640
52209	90	40	139	0	3526
52210	60	20	121	0	2286
52211	220	70	135	39	8744
52212	30	0	0	0	1090
52213	330	90	121	54	13109
52214	230	60	113	42	9367
52215	70	30	0	0	2693
52216	130	50	0	0	4840
52217	60	0	0	0	2845
52218	130	50	74	24	4907
52222	60	20	0	0	2142
52223	110	60	120	32	4405
52224	140	40	0	19	5452
52225	30	0	0	0	1046
52227	170	60	0	35	6945
52228	200	80	106	38	8442
52229	50	0	0	0	2028
52231	50	0	0	0	2583
52233	480	210	111	92	19916
52236	40	0	0	0	1633
52237	120	30	118	0	4650
52240	1800	810	397	454	73936
52241	1360	640	333	462	57031
52245	1330	660	162	411	55455
52246	1150	610	153	399	47524
52247	370	90	155	64	13918
52248	130	30	0	23	4916
52249	80	40	0	51	3298
52251	50	0	0	0	1744
52253	220	50	0	41	8867
52254	80	30	95	36	2979
52255	90	30	112	0	3713
52257	30	0	0	0	1101
52301	300	90	167	37	11836
52302	2780	1020	801	620	113123
52305	50	0	0	0	2045
52306	140	60	85	32	5495
52309	30	0	0	0	1163
52310	470	120	179	77	18769
52313	40	0	0	0	1698
52314	350	110	102	87	14198
52315	100	40	117	0	4051
52316	130	40	131	0	5264
52317	1710	800	286	729	71201
52318	80	50	0	0	3495
52320	80	30	116	16	3170
52321	40	0	0	0	1465
52322	190	60	129	0	7622
52323	50	0	0	0	1817
52324	140	30	0	24	5493
52325	60	20	0	49	2140
52326	50	0	0	0	1822
52327	260	80	151	55	10497
52328	150	70	0	31	6010
52329	70	20	0	38	2425
52330	60	30	0	42	2170
52332	130	40	0	40	5283
52333	410	150	155	68	16616
52334	40	0	0	37	1636
52335	60	0	0	0	2392
52336	190	50	0	42	7968
52337	70	30	0	33	2989
52338	200	80	0	31	8393
52339	310	80	216	20	11613
52340	230	100	130	73	9374
52341	70	20	0	26	2934
52342	210	50	162	26	8375
52345	100	40	0	27	4003
52346	90	50	0	0	3714
52347	120	50	72	26	4601
52349	530	140	272	94	20825
52351	80	30	118	0	3357
52352	160	70	0	34	6598
52353	730	200	171	104	28547
52354	30	0	0	0	1278
52355	30	0	0	0	1035
52356	210	60	97	33	7728
52358	320	100	0	62	12831
52359	30	0	0	0	1004
52361	400	120	134	78	15654
52362	80	30	0	28	3043
52401	90	70	0	38	3845
52402	3150	1380	851	763	131349
52403	1510	640	401	342	62148
52404	2690	1080	945	612	111151
52405	2080	810	597	431	85798
52411	280	90	114	35	11066
52501	1900	510	886	256	75710
52530	90	40	123	59	3549
52531	410	100	170	86	16037
52533	80	30	99	22	3133
52534	0	0	0	0	0
52535	70	30	0	0	2869
52536	90	20	188	25	3323
52537	450	90	276	58	17185
52540	100	40	63	40	3975
52542	20	0	0	0	855
52543	40	0	0	0	1828
52544	460	110	221	54	18258
52549	40	0	0	0	1577
52550	40	0	0	0	1481
52551	50	0	0	0	1796
52552	50	0	0	0	1822
52553	120	30	131	0	4515
52554	90	20	146	0	3638
52555	40	0	0	0	2162
52556	700	210	283	113	27199
52560	30	0	0	0	1372
52561	70	20	0	41	2614
52563	120	40	107	0	4395
52565	130	50	77	0	5266
52567	60	0	106	34	2261
52569	50	0	0	0	1821
52570	40	0	0	0	1401
52571	100	30	0	0	3917
52572	80	0	81	0	2913
52574	60	0	0	0	2411
52576	30	0	0	0	1327
52577	1090	300	303	240	43012
52580	40	0	0	0	1431
52581	30	0	0	0	1089
52583	40	0	0	0	2605
52584	30	0	0	0	970
52585	70	30	0	26	2596
52586	50	0	0	0	2351
52590	60	0	0	0	2354
52591	210	50	115	35	8074
52594	30	0	0	0	980
52601	2050	650	654	265	82933
52619	40	0	0	0	1523
52620	60	0	0	0	2113
52621	50	0	0	0	1837
52623	160	50	106	23	6108
52625	220	60	81	23	8927
52626	80	30	75	16	3278
52627	870	260	342	106	35313
52630	30	0	0	0	1176
52632	820	220	279	90	32884
52635	50	0	0	0	1913
52637	200	50	107	31	7724
52638	50	0	0	18	1942
52639	150	60	0	0	6368
52640	100	30	0	0	3808
52641	820	230	204	123	31645
52644	50	0	0	0	2337
52645	260	60	91	36	10312
52646	30	0	0	0	1163
52649	70	30	0	0	2852
52650	70	30	0	0	2701
52651	40	0	0	0	1492
52653	270	70	122	53	10789
52654	130	30	153	22	5066
52655	310	90	123	25	12906
52656	190	60	107	0	7946
52658	80	40	90	0	3390
52659	100	40	0	0	3785
52660	30	0	0	0	1025
52720	70	30	0	0	2834
52721	70	30	0	37	3048
52722	2600	1070	873	504	108528
52726	340	90	189	41	13751
52727	30	0	0	0	1381
52729	80	40	97	0	3369
52730	380	130	140	48	15940
52731	60	0	0	29	2540
52732	1790	580	671	227	72767
52737	30	0	0	0	1042
52738	270	60	140	30	10454
52739	50	0	0	0	1943
52742	590	210	253	83	23539
52745	50	20	0	0	2048
52746	70	40	0	0	2787
52747	170	50	0	31	6523
52748	590	210	246	113	24159
52749	70	30	0	34	2735
52750	50	20	0	0	1886
52751	110	40	106	0	4199
52753	370	120	157	36	15036
52754	110	40	93	0	4479
52755	160	60	72	31	6542
52756	140	40	96	31	5619
52760	40	20	0	0	1935
52761	2190	710	613	324	87899
52765	40	0	0	0	1542
52766	60	30	0	0	2512
52768	120	50	156	0	4822
52769	50	30	0	0	2243
52772	410	120	164	72	16340
52773	200	70	167	23	8182
52776	350	90	89	57	13628
52777	120	50	0	0	4802
52778	340	100	156	51	13539
52801	100	90	0	45	4718
52802	530	150	454	61	20651
52803	1480	580	548	375	60968
52804	1980	680	898	325	81501
52806	2080	730	828	406	85185
52807	940	490	284	234	39998
99999	2520	790	1170	167	100217
0	189190	59640	36773	30037	7573035
66002	760	190	221	120	29989
66006	500	130	215	77	19640
66007	590	180	222	71	23338
66008	30	0	0	0	1526
66010	40	0	0	0	1393
66012	720	240	207	91	28395
66013	100	40	75	0	3716
66014	30	0	0	0	1246
66015	50	0	0	0	2025
66016	50	0	0	0	1788
66017	40	0	0	0	2040
66018	370	100	245	51	14445
66020	120	60	87	0	5139
66021	240	50	0	33	9093
66023	80	30	0	41	3238
66025	550	130	171	96	21999
66026	50	0	0	0	1745
66027	260	0	150	59	9348
66030	1730	470	363	405	68016
66032	350	60	236	38	13429
66033	50	0	0	29	2017
66035	80	30	0	26	3143
66039	40	0	0	0	1559
66040	250	70	142	22	10152
66041	50	0	0	0	1905
66042	60	30	0	0	2371
66043	570	150	136	90	22103
66044	1190	480	258	356	49154
66046	1190	420	173	350	48893
66047	1140	470	189	281	46973
66048	2150	660	439	277	87326
66049	1910	800	271	512	78875
66050	130	40	88	0	5143
66052	140	50	0	31	5369
66053	500	170	199	82	19615
66054	210	60	0	39	8500
66056	110	30	0	17	4247
66058	30	0	0	0	871
66060	100	20	0	37	4064
66061	3540	1200	740	660	140424
66062	4910	1720	910	1011	197813
66064	350	70	152	31	13574
66066	200	60	108	22	8043
66067	1040	260	324	153	40971
66070	220	60	160	0	8876
66071	870	250	342	123	34216
66072	90	20	151	27	3442
66073	160	60	85	26	6553
66075	150	40	161	22	5666
66076	150	50	117	0	5752
66078	80	20	0	15	3299
66079	60	0	0	0	2505
66080	70	30	0	22	2779
66083	670	180	183	136	26151
66085	360	120	167	42	14434
66086	740	210	264	98	29520
66087	180	60	97	0	6809
66088	170	50	82	16	6717
66090	190	80	83	0	7643
66091	30	0	0	0	1696
66092	330	90	112	28	12745
66093	70	20	0	0	3110
66094	40	0	0	0	1465
66095	50	0	69	0	2058
66097	70	30	0	0	2746
66101	320	120	106	55	12363
66102	1070	290	287	95	40552
66103	790	380	170	235	33139
66104	1240	400	276	125	48081
66105	70	20	0	0	2672
66106	1520	420	363	149	59199
66109	1760	680	508	307	72247
66111	610	180	181	68	24343
66112	860	320	178	111	34664
66202	1710	910	234	427	73600
66203	1720	720	337	341	71657
66204	1740	840	327	470	73834
66205	1340	770	195	371	56785
66206	480	240	149	38	19641
66207	960	480	151	204	39856
66208	1710	980	259	407	72672
66209	1110	640	243	148	47163
66210	1660	850	321	382	71832
66211	310	220	83	45	13556
66212	2850	1330	541	654	119370
66213	1720	910	320	349	73306
66214	860	380	203	159	35984
66215	2000	910	363	393	81212
66216	1610	610	372	240	65473
66217	330	180	122	91	14298
66218	390	120	88	77	15252
66219	870	470	144	252	38003
66220	260	110	0	30	10201
66221	550	270	182	121	22195
66223	1580	750	296	323	66793
66224	370	170	158	53	13666
66226	620	200	117	127	24980
66227	440	200	135	74	17998
66401	150	40	0	21	6172
66402	210	50	86	50	8418
66403	60	30	0	0	2409
66404	40	0	0	0	1647
66406	40	0	0	0	1403
66407	30	0	0	0	1165
66408	40	0	0	0	1619
66409	240	70	0	27	9685
66411	70	30	0	0	2820
66412	30	0	0	0	1307
66413	160	50	127	0	6186
66414	200	70	0	29	8088
66415	60	0	0	28	2414
66416	30	0	0	0	1021
66417	30	0	0	0	1204
66418	40	0	0	0	1669
66419	30	0	0	0	1282
66422	40	0	0	0	1460
66423	50	0	0	0	1785
66424	50	0	0	0	2029
66425	40	0	0	0	1516
66427	110	30	0	30	4307
66428	50	20	0	0	2344
66429	50	0	0	0	2230
66431	50	0	0	0	1830
66432	30	0	0	0	1331
66434	320	80	62	54	12269
66436	410	90	0	61	15863
66438	30	0	0	0	999
66439	140	50	0	37	5596
66440	150	50	119	0	5861
