Zip	NoReturns	SingleReturns	UnempComp	StudentLoanDeductions	TaxableIncome
0	259540	75820	27490	29802	10205184
35004	920	280	103	157	36673
35005	460	140	45	66	17559
35006	190	40	55	0	7668
35007	1870	530	174	287	73191
35010	890	220	192	109	34734
35014	210	60	0	32	7710
35016	1030	230	104	85	40554
35019	120	30	0	13	4639
35020	710	240	107	75	27096
35022	1520	560	113	206	59187
35023	1530	390	142	133	59808
35031	420	80	82	23	15704
35033	210	50	0	0	8035
35034	150	40	0	0	5457
35035	90	30	0	19	3271
35040	1370	420	163	304	53216
35042	300	70	0	34	11652
35043	650	180	155	87	25187
35044	420	110	77	47	16247
35045	750	160	73	68	28570
35046	350	80	0	41	13440
35049	250	70	0	0	9370
35051	430	100	67	56	16287
35053	150	50	0	36	5955
35054	240	70	85	0	9362
35055	1040	250	58	128	40080
35057	720	140	142	40	27510
35058	570	100	103	43	21406
35061	80	60	0	0	3043
35062	510	100	0	40	19700
35063	190	40	0	0	6957
35064	460	180	34	74	18046
35068	630	240	0	112	24994
35071	1150	370	79	118	45319
35072	220	50	113	24	8322
35073	140	50	0	42	5457
35077	740	140	89	72	28441
35078	110	40	0	14	4326
35079	640	110	136	64	24026
35080	1200	360	143	212	46885
35083	150	30	0	43	5798
35085	470	90	118	28	17888
35087	110	30	0	0	4205
35089	90	0	0	0	3420
35091	210	70	0	0	8225
35094	950	270	112	121	37236
35096	510	120	0	51	19483
35097	150	30	0	0	5629
35098	100	0	0	0	3658
35111	1160	320	155	134	45145
35114	420	110	98	59	15357
35115	740	200	91	86	28087
35116	290	70	67	23	11398
35117	460	120	90	46	18359
35118	190	60	0	0	7521
35120	990	230	82	98	37988
35121	820	150	97	53	31201
35124	1780	760	126	303	72387
35125	600	140	99	55	22890
35126	1580	410	120	218	60905
35127	740	210	104	85	27825
35128	610	160	101	43	23690
35130	190	40	0	35	7121
35131	210	30	0	22	8152
35133	240	60	92	0	9537
35135	130	50	0	51	5460
35136	110	30	0	0	4414
35143	170	40	0	0	6499
35146	720	150	103	65	27474
35147	390	100	0	69	14810
35148	140	40	0	49	5567
35150	920	230	98	69	35699
35151	440	100	66	36	17171
35160	1210	310	98	84	46690
35171	230	60	0	0	8657
35172	200	40	0	22	7332
35173	1750	460	157	222	67920
35175	320	80	63	54	12650
35176	40	0	0	0	1287
35178	200	70	0	40	7783
35179	550	80	108	37	21051
35180	900	210	81	71	35310
35183	50	0	0	0	2032
35184	330	70	0	0	12578
35186	310	70	84	37	11538
35188	210	50	0	0	7916
35203	160	110	0	29	7033
35204	230	90	0	20	8777
35205	770	510	111	250	33513
35206	640	240	83	89	25345
35207	250	80	0	38	9617
35208	480	200	0	39	18939
35209	1410	730	128	293	57026
35210	990	420	0	161	39764
35211	930	450	108	194	37958
35212	400	210	0	96	16543
35213	710	460	0	129	29772
35214	1070	380	80	131	41472
35215	2330	800	144	321	88618
35216	2030	950	114	350	81867
35217	470	170	80	38	18289
35218	160	80	0	0	6278
35221	130	60	0	0	5109
35222	500	310	86	116	21389
35223	460	210	0	68	18074
35224	210	70	0	26	8278
35226	2260	900	223	382	90537
35228	440	150	0	48	16948
35233	70	60	0	30	3147
35234	100	50	0	0	3817
35235	1490	540	103	253	57962
35242	2900	1320	237	486	117882
35243	1260	710	65	278	52581
35244	2030	790	138	383	80941
35401	620	300	80	95	25315
35404	830	300	137	163	33280
35405	2150	760	136	364	84681
35406	760	320	0	114	30864
35441	60	20	0	0	2346
35442	140	50	0	0	5367
35443	50	0	0	0	1705
35444	240	50	0	0	9425
35446	120	40	0	0	4749
35447	140	40	0	0	5291
35452	250	60	0	0	9713
35453	680	160	54	81	26614
35456	230	50	0	29	8950
35458	50	0	0	0	1867
35459	50	0	0	0	1590
35460	30	0	0	0	1837
35461	110	0	0	0	4236
35462	130	50	0	29	4949
35463	90	40	0	0	3578
35464	30	0	0	0	1989
35466	360	90	51	0	13517
35469	30	0	0	0	2057
35470	190	80	0	30	7630
35473	1070	360	0	161	43306
35474	430	100	87	43	16827
35475	990	220	79	136	38559
35476	390	170	0	62	15661
35480	100	30	0	40	3927
35481	160	50	0	0	6401
35490	280	60	0	27	10709
35501	430	110	47	41	16804
35503	470	90	0	41	18594
35504	730	160	0	51	28393
35540	140	40	0	38	5150
35541	180	30	0	44	6974
35542	60	0	0	0	2449
35543	50	0	0	0	1936
35544	30	0	0	0	1134
35546	220	60	0	0	8207
35548	50	0	0	0	1944
35549	160	30	0	0	6277
35550	300	70	88	0	11908
35552	50	0	0	0	2019
35553	230	30	48	35	8679
35554	60	0	0	0	2200
35555	480	90	107	26	18595
35563	230	50	83	36	9054
35564	110	0	0	36	4238
35565	580	100	116	59	22167
35570	500	80	73	38	19013
35571	50	0	0	0	1618
35572	50	0	0	0	1879
35574	90	20	0	0	3547
35575	50	0	0	0	1928
35576	210	40	0	53	8429
35578	270	60	42	21	10372
35579	170	40	0	44	6603
35580	220	40	0	0	8455
35581	250	60	120	0	9360
35582	240	30	53	27	9084
35585	90	30	0	0	3174
35586	220	40	0	43	8598
35587	50	0	0	0	1762
35592	230	30	0	0	8935
35593	100	0	0	0	3828
35594	370	60	88	26	14309
35601	1510	470	234	106	58646
35603	1900	580	289	193	75035
35610	140	40	77	0	5341
35611	1210	330	147	88	47631
35613	1280	340	135	139	50125
35614	440	90	0	17	17221
35616	230	50	110	31	8870
35618	100	40	0	0	4039
35619	330	70	0	19	12777
35620	520	100	121	43	20366
35621	160	30	0	0	5869
35622	370	70	101	39	14254
35630	1350	470	287	188	54005
35633	1350	270	298	140	52327
35634	660	130	96	48	24911
35640	1620	350	144	167	62886
35643	160	60	0	0	6176
35645	890	180	199	83	34518
35646	250	50	156	30	9543
35647	70	0	0	0	2646
35648	240	40	73	28	8727
35650	790	150	94	57	31014
35651	60	0	0	0	2414
35652	550	130	154	40	21462
35653	480	100	129	40	18489
35654	370	90	68	24	14053
35660	440	130	118	64	17542
35661	1110	290	253	113	43401
35670	480	90	121	33	18733
35671	100	30	0	24	3939
35672	380	80	134	25	14713
35673	510	90	51	26	19394
35674	1090	240	241	77	42641
35677	130	40	75	0	4607
35739	300	60	93	25	11700
35740	170	40	60	31	6648
35741	180	70	0	0	7336
35744	140	30	0	0	5131
35746	60	0	0	0	2123
35747	330	100	94	23	12870
35748	350	100	90	17	14292
35749	1570	420	222	289	62241
35750	870	180	91	76	34077
35752	100	40	45	0	4136
35754	250	70	82	23	10295
35755	50	0	0	0	2264
35756	910	300	129	206	36736
35757	990	340	114	207	39624
35758	2520	1050	376	493	105212
35759	630	180	152	90	24894
35760	310	60	101	0	12191
35761	760	160	0	70	29713
35763	760	240	83	72	30345
35764	40	0	0	0	1326
35765	210	40	63	0	7793
35768	620	130	110	48	24179
35769	550	130	63	44	21837
35771	190	40	0	0	7049
35772	240	50	41	0	9502
35773	780	190	130	111	30661
35775	30	0	0	0	1231
35776	220	40	112	25	8658
35801	1260	670	203	180	53274
35802	1330	650	156	176	55021
35803	1840	660	210	231	76066
35805	510	220	136	59	20887
35806	1440	740	186	358	62091
35808	80	0	0	0	3312
35810	1370	510	132	210	54899
35811	1780	570	129	273	72067
35816	350	160	0	51	14389
35824	570	290	98	175	24462
35901	790	230	0	70	30790
35903	880	200	77	67	34143
35904	620	130	0	39	23681
35905	390	90	69	35	15573
35906	580	160	69	50	22680
35907	630	130	86	61	24647
35950	870	150	97	88	32372
35951	510	90	114	29	18485
35952	410	70	110	30	15204
35953	430	90	83	27	16393
35954	570	110	125	34	21557
35956	460	60	111	48	17663
35957	710	130	80	68	26881
35958	190	30	0	13	7363
35959	250	50	54	0	9769
35960	500	90	76	48	19675
35961	220	60	63	0	8344
35962	270	50	65	0	9880
35963	70	0	0	0	2614
35966	190	40	31	21	7237
35967	780	140	130	99	29760
35968	300	70	32	27	11604
35971	220	50	36	43	8571
35972	80	0	0	26	2870
35973	130	30	0	0	4924
35974	90	0	0	0	3521
35975	70	0	0	0	2943
35976	900	230	92	84	35538
35978	270	50	48	32	10067
35979	80	0	28	0	2756
35980	200	40	0	0	7690
35981	130	0	0	0	4797
35983	210	40	32	36	7953
35984	90	40	0	0	3215
35986	390	50	86	43	14888
35987	130	40	0	19	4810
35988	100	0	0	0	3425
35989	130	30	0	26	5036
36003	90	40	0	0	3430
36005	100	20	0	0	4045
36006	90	0	0	0	3262
36009	130	50	0	0	5123
36010	220	60	0	0	8961
36013	0	0	0	0	0
36016	120	50	0	0	5025
36017	60	0	0	0	2332
36020	50	0	0	0	2011
36022	900	190	90	82	35088
36024	410	80	0	31	15634
36025	220	70	0	34	8463
36026	80	40	0	0	3153
36027	600	150	132	50	23063
36028	90	30	0	0	3844
36029	40	20	0	0	1715
36030	30	0	0	0	2021
36032	120	30	0	0	4786
36033	180	50	0	0	7192
36034	50	0	0	0	1998
36035	130	40	0	0	5056
36036	100	30	0	0	3720
36037	610	150	100	42	23904
36039	30	0	0	0	1484
36040	120	50	0	0	4826
36041	80	0	0	0	2943
36042	70	30	0	0	2655
36043	230	60	0	25	8609
36046	70	20	0	0	2669
36047	70	30	0	0	2764
36048	60	20	0	0	2289
36049	270	60	133	32	10594
36051	120	40	0	0	4787
36052	30	20	0	0	1327
36053	60	40	0	0	2339
36054	920	260	0	128	36815
36064	590	180	0	129	22930
36066	1430	430	92	227	58071
36067	1440	340	110	123	55751
36069	100	40	0	36	3819
36071	40	0	0	0	1735
36075	80	30	0	0	3311
36078	810	170	104	79	31143
36079	470	120	90	90	18473
36080	140	40	0	0	5661
36081	570	180	139	72	23288
36083	310	110	0	42	12240
36088	80	30	0	0	3282
36089	260	100	147	16	10132
36091	190	40	0	41	7345
36092	1270	320	97	123	50021
36093	740	190	63	105	29464
36104	170	90	0	56	7321
36105	340	120	0	38	13339
36106	980	500	110	159	40969
36107	260	100	0	37	10638
36108	560	180	0	46	21934
36109	1760	620	110	230	72094
36110	300	110	0	40	11787
36111	590	250	63	73	23741
36113	30	0	0	30	1027
36115	50	0	0	0	1577
36116	1950	710	104	341	76797
36117	3240	1270	208	505	130728
36201	680	150	149	53	25902
36203	1200	280	130	101	46427
36205	40	0	0	0	1650
36206	680	160	188	51	26185
36207	1160	370	168	127	46260
36250	380	80	0	23	15080
36251	250	60	0	22	9639
36255	70	0	0	0	2539
36256	100	30	0	0	3949
36258	100	30	0	0	3630
36260	280	70	64	21	11141
36262	60	20	0	0	2333
36263	50	0	0	0	2510
36264	540	90	68	37	20383
36265	1060	260	106	130	41483
36266	260	60	0	0	9551
36268	320	80	97	25	12173
36269	80	20	0	0	3109
36271	390	70	102	0	15265
36272	660	110	79	27	25253
36273	170	40	42	52	6495
36274	510	120	76	30	19798
36276	100	30	0	0	3869
36277	360	70	86	37	13650
36278	220	60	42	0	8125
36279	180	40	0	0	6979
36280	210	60	0	32	7918
36301	1730	450	234	187	68054
36303	1220	360	103	116	47907
36305	970	290	98	134	38837
36310	310	90	0	0	11965
36311	160	40	0	0	6293
36312	310	50	84	0	11981
36314	50	0	0	0	2117
36316	110	40	0	26	4233
36317	30	0	0	0	1028
36318	70	20	0	0	2506
36319	130	30	68	0	4889
36320	160	50	0	44	6008
36321	90	30	0	0	3726
36322	430	140	98	44	18236
36323	360	70	0	0	14344
36330	2020	520	242	274	80793
36340	260	60	0	13	10069
36343	60	0	0	0	2486
36344	270	60	0	20	10406
36345	450	80	105	39	17393
36346	80	20	0	0	3155
36350	380	90	95	29	15015
36351	210	50	0	0	8385
36352	280	50	80	12	10797
36353	120	40	0	0	4781
36360	1020	250	65	87	40891
36362	310	30	81	90	10730
36370	50	0	0	0	2059
36373	30	0	0	0	973
36374	70	20	0	0	2951
36375	350	60	0	57	13421
36376	110	30	0	0	4142
36401	320	90	55	28	12872
36420	570	150	97	64	22358
36421	430	110	41	32	17294
36425	50	20	0	0	1759
36426	680	180	68	51	26809
36432	120	50	0	0	4537
36435	30	0	0	0	1605
36436	40	0	0	0	1398
36441	200	50	104	14	7958
36442	140	40	0	0	5434
36444	30	0	0	0	1180
36445	220	50	0	0	8230
36451	270	70	69	0	10537
36453	100	30	0	0	4190
36456	90	30	0	0	3240
36460	390	100	0	26	14753
36467	450	90	89	37	17442
36471	50	20	0	0	1710
36474	150	60	0	0	5904
36475	90	30	0	0	3484
36477	190	50	0	28	7639
36480	140	40	0	0	5264
36481	0	0	0	0	0
36482	40	0	0	0	1298
36483	30	0	0	0	1087
36502	760	190	0	44	29634
36505	110	50	0	0	4362
36507	1030	280	108	89	40073
36509	80	30	0	0	2963
36511	50	0	0	0	2129
36518	180	60	75	0	7483
36521	300	60	0	25	11425
36522	410	110	84	21	15105
36523	130	30	0	0	4906
36524	50	0	0	0	1628
36525	120	40	0	26	4829
36526	2100	720	232	341	84698
36527	770	270	112	109	30390
36528	110	40	0	33	4475
36529	60	0	0	0	2798
36530	390	100	80	28	15673
36532	1750	500	159	236	68774
36535	1420	350	135	136	55577
36538	30	0	0	0	1766
36539	40	0	0	0	1598
36540	40	0	0	0	1403
36541	830	190	124	61	32348
36542	740	240	95	82	29483
36544	600	130	101	49	22714
36545	440	120	0	22	16752
36548	70	30	0	40	2684
36549	350	100	92	0	14042
36551	530	140	93	75	20855
36553	170	30	100	33	6035
36555	80	40	0	0	3241
36558	210	70	0	40	7880
36560	150	60	0	0	5774
36561	470	170	167	36	18213
36562	120	30	0	0	4366
36567	820	170	0	84	31034
36569	40	0	0	0	1776
36571	1010	280	170	126	39850
36572	480	120	0	51	18870
36574	80	30	0	0	3192
36575	1400	300	175	206	54107
36576	300	60	0	45	11375
36578	130	50	0	0	5288
36579	100	40	0	0	3895
36580	300	70	0	25	11569
36582	1330	350	154	128	51036
36583	40	20	0	0	1678
36584	40	0	0	0	1448
36585	60	30	0	0	2284
36587	620	100	82	36	23106
36602	60	40	0	0	2575
36603	150	80	0	27	6145
36604	410	220	0	95	17340
36605	940	330	107	79	36325
36606	850	370	98	139	35216
36607	240	110	0	34	9654
36608	1730	640	162	300	68595
36609	1280	510	86	216	51695
36610	180	80	0	0	7026
36611	260	80	0	40	10115
36612	110	50	0	0	4454
36613	590	150	96	59	22839
36617	410	160	68	60	16331
36618	1000	310	124	118	37906
36619	860	220	212	75	33481
36693	1240	430	154	175	49382
36695	3160	1030	410	478	124664
36701	980	280	159	109	37411
36703	350	90	107	32	12721
36720	30	0	0	0	1212
36722	30	0	0	0	1703
36726	180	50	0	26	6612
36728	20	0	0	0	818
36732	390	120	62	66	15435
36736	50	30	0	0	1837
36738	30	0	0	0	1323
36740	40	0	0	0	1833
36742	110	50	0	27	4450
36744	270	70	0	34	10640
36748	170	50	0	34	6866
36749	50	0	0	0	1943
36750	170	50	0	0	6299
36751	30	0	0	0	1627
36752	90	30	0	0	3810
36754	20	0	0	0	1187
36756	220	60	0	36	8331
36758	70	20	0	0	2560
36759	60	30	0	0	2595
36761	50	30	0	0	2109
36765	40	0	0	0	1423
36767	70	0	0	0	2839
36768	40	0	0	0	1300
36769	100	40	0	0	3579
36773	20	0	0	0	1452
36775	40	20	0	0	1374
36776	50	20	0	0	1861
36782	110	20	0	0	4055
36783	40	0	0	0	1499
36784	400	110	119	41	14929
36785	60	0	0	0	2764
36786	70	40	0	0	2463
36790	20	0	0	0	833
36792	90	30	0	0	3236
36793	40	0	0	0	1396
36801	1100	360	117	182	43079
36804	1020	220	97	125	39023
36830	1890	680	0	354	75383
36832	700	230	131	199	27523
36850	90	20	0	0	3569
36852	130	40	0	0	5059
36853	430	130	125	66	16907
36854	890	240	171	97	34082
36855	80	40	0	0	2934
36856	470	80	65	81	16538
36858	20	0	0	0	831
36860	70	20	0	0	2872
36861	160	40	0	35	6189
36862	230	60	0	42	8894
36863	490	130	56	27	18670
36866	210	70	0	0	8524
36867	1080	350	100	140	42571
36869	880	220	120	86	32252
36870	1240	230	177	137	45471
36871	30	0	0	0	1336
36874	510	120	66	42	19516
36875	260	80	78	43	9837
36877	710	180	114	83	26827
36879	120	50	0	0	4686
36904	250	80	123	0	9760
36907	60	20	0	0	2294
36908	160	30	0	0	6065
36912	80	40	0	0	3100
36915	30	0	0	0	1290
36916	30	30	0	0	1315
36919	100	40	0	0	3606
36921	70	30	0	0	2535
36922	0	0	0	0	0
36925	90	40	0	0	3135
99999	4380	1820	407	224	176240
0	51740	23560	38062	7682	2201554
99501	1230	840	855	297	55994
99502	1830	890	1243	263	77767
99503	1270	740	923	237	56244
99504	3220	1520	2159	547	136383
99505	280	0	110	62	9036
99506	380	0	181	88	13418
99507	2990	1500	1959	495	127831
99508	2280	1140	1553	424	96994
99515	1570	770	929	264	66522
99516	810	450	398	128	35134
99517	1370	770	1043	266	60175
99518	940	520	556	135	41424
99540	30	0	0	0	1639
99556	150	40	128	0	6023
99567	560	250	405	69	23535
99568	40	0	0	0	1922
99572	40	30	0	0	1829
99573	70	20	0	0	2784
99577	1890	720	955	357	77358
99586	30	0	86	0	1304
99588	110	50	140	0	4673
99603	750	290	474	99	31013
99610	170	60	234	0	7142
99611	870	340	681	111	36528
99615	1000	320	647	137	39638
99631	20	0	0	0	1053
99639	80	30	0	0	3423
99645	1880	660	1566	275	77285
99654	1950	730	1655	293	80688
99664	340	150	358	52	14558
99669	1100	460	748	151	46870
99672	250	90	197	26	10660
99674	100	40	137	35	4495
99676	120	60	185	0	5305
99686	290	160	228	44	13048
99688	200	90	165	0	8738
99701	1270	560	992	161	54239
99702	180	20	122	44	6395
99703	380	40	144	81	13259
99705	1520	610	1219	238	64222
99709	1570	810	1098	252	68900
99712	660	300	521	80	28305
99714	100	50	163	24	4285
99737	300	90	424	43	11632
99743	80	40	126	0	3500
99760	50	20	0	0	2094
99780	120	40	121	45	5145
99801	1800	930	1112	314	78261
99824	210	130	125	60	9483
99827	190	70	140	20	7886
99835	730	290	363	111	31235
99901	950	410	651	154	40769
99999	11450	5410	9851	1228	493511
0	373030	134750	42929	52571	14708681
85003	470	330	80	168	21603
85004	380	300	0	89	17015
85006	920	500	156	226	38283
85007	450	240	0	103	19191
85008	2200	1040	175	468	89858
85009	780	190	130	59	27900
85012	520	350	77	164	22342
85013	1550	950	100	391	67890
85014	1710	1060	215	432	74257
85015	1450	660	99	265	58631
85016	2400	1520	195	611	103323
85017	830	200	128	83	29926
85018	2230	1360	164	464	95078
85019	830	200	114	71	29253
85020	2220	1290	194	400	94568
85021	1650	750	170	226	66266
85022	3120	1480	223	530	129623
85023	1950	730	260	315	77742
85024	1970	960	215	426	81549
85027	3150	1280	433	393	130426
85028	1410	670	128	191	57389
85029	2490	880	316	357	98274
85031	680	120	102	50	22621
85032	4620	1970	392	712	189288
85033	1540	270	187	91	52611
85034	140	80	0	27	5967
85035	1250	230	219	82	43598
85037	2380	550	204	252	86666
85040	890	290	125	143	33335
85041	2610	790	226	409	98281
85042	2090	790	210	316	82933
85043	1690	350	265	224	60422
85044	3190	1650	269	558	136252
85045	340	130	91	53	13567
85048	2100	880	239	364	85760
85050	1890	900	142	274	78286
85051	1870	610	139	258	72839
85053	1890	640	229	277	75088
85054	470	330	0	138	20905
85083	970	350	0	166	37376
85085	1510	660	138	350	61660
85086	2320	700	310	332	88839
85087	540	160	0	73	19858
85118	810	290	154	53	32332
85119	1150	370	153	123	46026
85120	1410	410	157	131	55643
85122	2580	650	301	248	98617
85128	650	160	129	69	24439
85131	360	80	0	18	12766
85132	1100	310	111	121	41838
85137	180	60	0	57	6949
85138	2470	650	335	419	93786
85139	1060	280	109	137	40396
85140	2340	460	289	428	84024
85142	3410	740	375	575	123497
85143	2390	530	337	405	87754
85145	140	40	0	43	5204
85172	80	0	0	0	2977
85173	160	50	0	41	6322
85192	110	30	0	0	4347
85193	120	30	0	32	4383
85194	340	100	73	19	12945
85201	2070	780	184	404	81802
85202	2150	970	189	370	88372
85203	1830	590	149	296	70049
85204	3080	940	322	463	117673
85205	2450	870	261	311	97166
85206	2450	980	206	385	98186
85207	2570	830	275	315	99373
85208	2100	660	207	275	81587
85209	2650	900	316	392	104215
85210	1650	640	218	246	66195
85212	1860	480	215	360	69662
85213	1770	580	188	305	67088
85215	1090	450	104	112	44266
85224	3810	1840	291	715	160963
85225	4300	1680	493	728	173337
85226	2760	1200	233	484	114428
85233	2630	1020	247	463	107012
85234	3050	950	337	576	117571
85248	2310	1020	224	194	93629
85249	1950	570	268	243	73893
85250	1520	950	89	285	65186
85251	2910	2040	198	718	129258
85253	650	390	0	85	25482
85254	3020	1450	279	460	124366
85255	1940	1000	203	241	75762
85256	300	140	0	0	12948
85257	2280	1350	175	465	98987
85258	1640	1000	115	187	68874
85259	1120	580	69	166	44873
85260	2810	1650	237	520	118948
85262	470	200	138	25	17327
85263	110	50	0	0	4089
85264	140	70	0	0	6144
85266	420	200	0	40	15150
85268	1460	630	128	131	58188
85281	2120	1280	171	592	92659
85282	3320	1750	220	715	140184
85283	3050	1450	197	555	128020
85284	1020	500	0	149	41629
85286	2190	860	330	381	88751
85295	2810	950	371	603	110097
85296	3010	1020	352	553	117552
85297	1810	490	310	369	68183
85298	1540	480	132	229	58995
85301	1530	440	180	122	56709
85302	2270	760	208	288	90036
85303	1580	380	216	150	58093
85304	1930	600	197	284	76884
85305	830	300	111	137	33122
85306	1660	580	124	250	66672
85307	540	140	124	74	20862
85308	4690	1710	508	688	189560
85309	0	0	0	0	0
85310	1350	470	110	186	53076
85321	160	70	0	27	6681
85322	50	0	0	0	2048
85323	2150	500	275	282	79450
85324	130	40	0	0	4842
85326	3330	690	443	443	121132
85331	1510	600	143	169	59080
85333	40	0	0	0	1640
85335	1870	440	243	313	69266
85337	110	30	0	0	4001
85338	3400	850	527	562	129327
85339	2620	790	282	489	98527
85340	1870	580	219	257	72649
85342	70	30	0	0	2624
85344	460	130	0	35	17827
85345	3690	1200	408	572	145944
85347	0	0	0	0	0
85348	60	0	0	0	2121
85350	680	90	633	40	22185
85351	2060	1000	86	68	85253
85353	2230	450	291	273	80595
85354	290	90	111	31	10762
85355	790	210	119	105	29306
85356	150	40	0	20	5512
85361	350	70	86	39	12917
85363	330	110	116	51	12669
85364	3150	810	1169	340	117564
85365	2470	620	542	253	93195
85367	1120	360	145	109	44167
85373	1400	510	121	128	56025
85374	2950	960	277	304	116307
85375	2270	1050	98	23	93372
85379	3010	700	493	521	113006
85381	1860	680	189	275	74480
85382	3080	1180	258	407	123849
85383	2370	720	194	308	89650
85387	760	230	109	59	29338
85388	1830	380	280	282	68474
85390	350	130	103	32	13538
85392	2580	730	264	386	99994
85395	1680	580	134	170	65285
85396	1040	270	152	134	38698
85501	510	150	94	35	20088
85533	190	60	77	34	7772
85534	160	50	0	34	6463
85539	140	60	0	0	5952
85540	470	180	0	33	19988
85541	1170	360	148	102	44556
85542	60	0	0	0	2320
85543	210	30	0	0	7110
85544	170	70	0	48	6593
85545	20	0	0	0	938
85546	1020	250	101	60	37240
85552	410	100	0	44	15035
85602	510	130	119	52	19542
85603	370	150	0	40	15314
85606	50	30	0	0	1945
85607	490	90	111	59	17723
85610	50	0	0	0	2064
85611	40	20	0	0	1497
85613	230	0	0	53	7777
85614	1600	630	187	62	65126
85615	590	160	0	49	23190
85616	310	80	121	30	11990
85617	50	20	0	0	2002
85618	110	40	0	0	3511
85621	490	90	156	63	17352
85622	530	220	0	44	21723
85623	320	90	64	0	12712
85624	70	0	0	0	2790
85625	100	40	0	0	3663
85629	1850	420	169	311	69432
85630	140	50	0	38	5379
85631	230	80	0	20	8575
85632	30	0	0	0	1242
85634	250	90	0	20	9884
85635	2320	800	296	355	94748
85637	90	50	0	0	3332
85638	90	50	0	0	3644
85640	40	30	0	0	1566
85641	1650	410	186	260	62820
85643	300	70	0	0	11503
85645	80	20	0	0	2995
85648	860	140	139	97	30084
85650	970	310	91	88	38822
85653	920	220	106	128	35599
85658	810	240	138	115	30958
85701	320	210	0	117	13972
85704	2200	1000	165	333	89951
85705	1500	550	175	200	59462
85706	1560	320	221	170	57109
85708	210	0	0	35	7177
85710	3570	1400	272	431	144342
85711	2040	840	227	299	82635
85712	1730	870	126	310	72535
85713	1510	470	129	178	58735
85714	410	100	80	51	15006
85715	1420	700	89	178	59227
85716	1450	800	84	338	61476
85718	1510	900	126	241	61948
85719	1410	750	85	330	59686
85730	2500	800	174	350	100179
85735	610	180	65	46	23648
85736	210	70	79	28	7942
85737	1370	540	138	156	54899
85739	1300	420	115	77	50082
85741	2440	810	258	407	97288
85742	2090	670	237	313	83154
85743	1970	670	162	253	78345
85745	2080	930	152	309	85712
85746	2010	470	227	183	75462
85747	1820	520	121	291	71834
85748	1520	580	109	185	61875
85749	1140	440	84	104	44127
85750	1470	760	100	211	60705
85755	980	410	110	82	38133
85756	1620	400	146	219	61674
85757	1090	260	100	144	40593
85901	720	180	128	59	27270
85920	50	0	0	0	2001
85924	90	30	0	0	3446
85925	190	50	0	26	6646
85928	60	30	0	0	2231
85929	450	130	107	43	17258
85935	270	80	73	54	10274
85936	160	30	0	0	5768
85937	400	70	85	40	13492
85938	130	40	0	0	5119
86001	1280	560	90	278	53097
86004	2280	750	258	382	89639
86005	840	320	61	182	33368
86022	100	30	0	0	3901
86024	50	20	0	0	1636
86025	280	70	79	39	10684
86030	60	0	0	0	2702
86034	60	30	0	0	2233
86036	30	0	0	0	1041
86039	50	0	0	0	1934
86042	50	30	0	0	2078
86043	60	0	0	0	2892
86044	130	40	160	0	4446
86045	490	140	215	61	18613
86046	360	70	111	41	13258
86047	530	140	163	51	19409
86301	1430	570	154	102	56794
86303	1090	430	101	105	43256
86305	1110	360	145	98	43273
86314	2050	490	208	262	78005
86315	530	110	0	50	20040
86321	230	70	0	45	10095
86322	570	150	116	36	21651
86323	1070	260	155	91	41041
86324	290	90	0	35	11207
86325	330	110	0	18	12991
86326	1390	420	122	105	54144
86327	690	180	0	46	27193
86332	70	30	0	0	2584
86333	270	70	0	27	10012
86334	220	40	0	16	7955
86335	190	50	0	40	7197
86336	600	290	0	43	23874
86351	420	160	77	34	16607
86401	1500	350	136	178	57870
86403	840	250	143	68	32457
86404	880	240	165	60	33825
86406	1390	390	276	121	53484
86409	1170	280	197	141	45318
86413	390	100	183	25	15467
86426	720	180	198	48	27809
86429	330	80	0	0	12542
86434	90	30	0	0	3815
86436	80	30	0	0	2992
86440	270	60	143	32	9913
86441	60	0	0	0	2171
86442	1130	310	264	87	43175
86444	40	0	0	0	1521
86445	30	0	0	0	2164
86514	90	40	0	0	3687
99999	16860	5810	4342	1551	647427
0	159220	42400	35695	18574	6249184
71601	430	150	126	32	16451
71602	920	250	255	79	35828
71603	1610	510	266	144	63221
71631	30	0	0	0	1219
71635	720	180	150	50	28840
71638	100	40	0	0	3894
71639	250	80	105	0	9716
71640	70	40	0	0	2561
71642	40	0	0	0	1293
71643	70	20	0	0	2966
71644	50	20	0	0	2369
71646	380	100	190	21	14716
71647	80	20	0	0	3206
71652	60	0	0	0	2383
71653	210	70	127	0	8171
71654	170	60	0	0	6849
71655	650	150	250	89	25467
71658	30	0	0	0	1750
71660	40	0	0	0	1494
71663	50	0	0	0	2302
71665	370	90	180	33	14532
71667	410	80	194	28	15847
71670	60	0	0	0	2457
71671	390	80	0	32	14729
71674	30	0	0	0	1279
71675	100	40	193	26	3857
71676	0	0	0	0	0
71701	900	250	189	99	35501
71720	130	40	0	26	5229
71725	40	0	0	0	1876
71726	60	20	0	0	2215
71730	1610	420	312	121	64324
71740	100	40	0	0	4066
71742	210	50	92	37	7984
71743	190	60	107	38	7335
71744	180	40	0	22	7259
71747	50	0	0	0	1807
71749	130	50	0	0	5305
71751	60	20	0	0	2449
71752	40	0	0	0	1355
71753	710	200	88	90	28231
71758	30	0	0	0	1114
71762	130	40	0	0	5181
71763	90	30	0	0	3498
71764	90	40	0	0	3425
71765	100	40	0	0	3974
71766	50	0	0	0	1655
71770	160	40	0	0	6302
